document_tone/tones/0/score,document_tone/tones/0/tone_id,document_tone/tones/0/tone_name,document_tone/tones/1/score,document_tone/tones/1/tone_id,document_tone/tones/1/tone_name,document_tone/tones/2/score,document_tone/tones/2/tone_id,document_tone/tones/2/tone_name
0.812321,joy,Joy,0.535977,analytical,Analytical,,,
,,,,,,,,
0.762704,joy,Joy,0.755313,analytical,Analytical,,,
0.52814,tentative,Tentative,,,,,,
0.662551,joy,Joy,0.730097,analytical,Analytical,,,
0.509962,anger,Anger,,,,,,
0.62568,joy,Joy,,,,,,
,,,,,,,,
,,,,,,,,
0.673086,sadness,Sadness,0.636458,analytical,Analytical,,,
0.850943,joy,Joy,,,,,,
0.657372,sadness,Sadness,0.711606,analytical,Analytical,,,
0.616897,joy,Joy,0.746925,analytical,Analytical,,,
0.578278,sadness,Sadness,,,,,,
0.930056,joy,Joy,0.616426,analytical,Analytical,,,
0.718811,joy,Joy,0.687411,tentative,Tentative,,,
0.873829,joy,Joy,,,,,,
0.605472,analytical,Analytical,,,,,,
0.507065,sadness,Sadness,0.594263,tentative,Tentative,,,
0.53792,joy,Joy,,,,,,
0.830791,joy,Joy,,,,,,
,,,,,,,,
0.875172,joy,Joy,0.589295,analytical,Analytical,,,
0.703889,anger,Anger,,,,,,
0.810761,joy,Joy,,,,,,
0.667358,joy,Joy,,,,,,
0.648027,joy,Joy,,,,,,
0.77746,sadness,Sadness,0.591614,analytical,Analytical,,,
0.746301,analytical,Analytical,,,,,,
0.723652,sadness,Sadness,0.572397,analytical,Analytical,,,
,,,,,,,,
0.737495,joy,Joy,,,,,,
0.590532,fear,Fear,0.51455,analytical,Analytical,,,
0.698904,tentative,Tentative,,,,,,
0.677432,joy,Joy,,,,,,
0.706484,sadness,Sadness,0.664451,analytical,Analytical,,,
0.58452,joy,Joy,0.967339,confident,Confident,0.801827,analytical,Analytical
0.798217,joy,Joy,,,,,,
0.625887,joy,Joy,,,,,,
0.777175,joy,Joy,,,,,,
0.510667,joy,Joy,0.629323,analytical,Analytical,,,
0.694132,sadness,Sadness,,,,,,
0.577052,sadness,Sadness,0.74171,analytical,Analytical,,,
0.599484,tentative,Tentative,,,,,,
0.843444,joy,Joy,,,,,,
0.679891,joy,Joy,0.705035,analytical,Analytical,,,
0.782863,joy,Joy,,,,,,
0.761731,joy,Joy,,,,,,
0.693402,joy,Joy,,,,,,
0.756024,sadness,Sadness,,,,,,
0.837921,joy,Joy,0.764351,analytical,Analytical,,,
0.91266,joy,Joy,0.864315,confident,Confident,0.790954,analytical,Analytical
0.722126,joy,Joy,,,,,,
0.687889,sadness,Sadness,,,,,,
0.518058,analytical,Analytical,,,,,,
0.809484,sadness,Sadness,,,,,,
0.733398,sadness,Sadness,,,,,,
0.520297,joy,Joy,0.831884,analytical,Analytical,,,
0.788973,joy,Joy,,,,,,
0.546874,sadness,Sadness,0.521342,analytical,Analytical,,,
,,,,,,,,
0.553067,joy,Joy,,,,,,
0.917142,joy,Joy,,,,,,
0.81499,joy,Joy,0.911475,analytical,Analytical,,,
0.879063,sadness,Sadness,0.681699,tentative,Tentative,0.506763,analytical,Analytical
,,,,,,,,
0.526557,joy,Joy,0.766366,analytical,Analytical,,,
,,,,,,,,
0.525022,sadness,Sadness,,,,,,
0.535408,tentative,Tentative,,,,,,
0.582798,analytical,Analytical,,,,,,
0.655359,joy,Joy,0.622956,confident,Confident,,,
0.587922,sadness,Sadness,,,,,,
0.743447,joy,Joy,0.718921,analytical,Analytical,,,
0.957079,joy,Joy,,,,,,
0.743928,sadness,Sadness,,,,,,
0.752556,joy,Joy,,,,,,
0.76322,joy,Joy,,,,,,
,,,,,,,,
0.869638,sadness,Sadness,0.643918,analytical,Analytical,,,
0.917693,sadness,Sadness,,,,,,
0.690567,joy,Joy,,,,,,
0.663252,sadness,Sadness,,,,,,
,,,,,,,,
0.931684,joy,Joy,0.768351,analytical,Analytical,,,
0.853668,joy,Joy,0.687768,analytical,Analytical,,,
0.780767,joy,Joy,,,,,,
0.835089,joy,Joy,,,,,,
0.76286,joy,Joy,,,,,,
0.706792,joy,Joy,,,,,,
0.745687,sadness,Sadness,,,,,,
,,,,,,,,
,,,,,,,,
0.687343,anger,Anger,,,,,,
0.754169,joy,Joy,0.808199,tentative,Tentative,0.589295,analytical,Analytical
0.518887,joy,Joy,,,,,,
0.652033,joy,Joy,,,,,,
0.546679,anger,Anger,0.533911,analytical,Analytical,,,
0.779361,sadness,Sadness,0.65539,tentative,Tentative,,,
0.676952,joy,Joy,,,,,,
0.583339,sadness,Sadness,0.525007,tentative,Tentative,,,
0.833186,joy,Joy,,,,,,
0.591725,joy,Joy,,,,,,
0.813474,tentative,Tentative,0.569636,analytical,Analytical,,,
0.569448,sadness,Sadness,,,,,,
,,,,,,,,
0.787004,sadness,Sadness,,,,,,
0.600813,analytical,Analytical,,,,,,
0.705784,analytical,Analytical,,,,,,
0.654206,joy,Joy,,,,,,
0.537599,joy,Joy,0.609749,analytical,Analytical,,,
0.669806,joy,Joy,,,,,,
0.811505,anger,Anger,,,,,,
0.526417,sadness,Sadness,,,,,,
0.508382,tentative,Tentative,,,,,,
0.709341,joy,Joy,,,,,,
0.591045,joy,Joy,0.555842,analytical,Analytical,,,
0.675036,joy,Joy,0.623186,analytical,Analytical,,,
0.611667,sadness,Sadness,,,,,,
0.814774,joy,Joy,,,,,,
0.576723,joy,Joy,0.531185,analytical,Analytical,,,
0.541662,joy,Joy,,,,,,
0.543112,confident,Confident,0.684033,analytical,Analytical,,,
0.788547,analytical,Analytical,0.709321,tentative,Tentative,,,
0.802494,joy,Joy,0.5373,analytical,Analytical,,,
0.621074,joy,Joy,,,,,,
0.878198,joy,Joy,,,,,,
0.938163,joy,Joy,0.589383,tentative,Tentative,,,
0.506197,joy,Joy,,,,,,
0.618481,joy,Joy,,,,,,
0.702266,sadness,Sadness,,,,,,
0.672402,sadness,Sadness,,,,,,
0.517538,sadness,Sadness,,,,,,
0.560626,joy,Joy,,,,,,
,,,,,,,,
0.770223,joy,Joy,0.532616,analytical,Analytical,,,
0.68831,joy,Joy,,,,,,
0.982675,joy,Joy,0.775702,confident,Confident,,,
0.776249,joy,Joy,,,,,,
,,,,,,,,
0.666394,confident,Confident,0.519491,analytical,Analytical,,,
,,,,,,,,
0.516635,sadness,Sadness,,,,,,
0.602496,anger,Anger,,,,,,
0.798644,analytical,Analytical,,,,,,
0.797389,analytical,Analytical,,,,,,
0.559209,analytical,Analytical,,,,,,
0.825776,sadness,Sadness,,,,,,
0.548365,joy,Joy,,,,,,
,,,,,,,,
0.525926,confident,Confident,0.60456,analytical,Analytical,,,
,,,,,,,,
0.539375,joy,Joy,0.798903,analytical,Analytical,,,
0.704071,joy,Joy,,,,,,
0.820041,joy,Joy,0.509368,confident,Confident,0.784773,analytical,Analytical
0.749445,sadness,Sadness,,,,,,
0.757111,joy,Joy,,,,,,
0.725271,sadness,Sadness,,,,,,
,,,,,,,,
0.802687,joy,Joy,,,,,,
0.68725,anger,Anger,,,,,,
0.549485,joy,Joy,0.851788,tentative,Tentative,,,
0.517075,joy,Joy,,,,,,
0.527225,sadness,Sadness,,,,,,
0.528146,anger,Anger,,,,,,
0.733772,analytical,Analytical,,,,,,
0.511615,joy,Joy,0.532616,analytical,Analytical,,,
0.620863,joy,Joy,0.560839,tentative,Tentative,0.541591,analytical,Analytical
0.603357,sadness,Sadness,0.679542,analytical,Analytical,,,
0.77543,sadness,Sadness,,,,,,
0.646023,sadness,Sadness,0.694969,analytical,Analytical,,,
,,,,,,,,
0.615352,tentative,Tentative,,,,,,
0.846561,sadness,Sadness,0.774694,analytical,Analytical,,,
0.514522,anger,Anger,0.878702,tentative,Tentative,,,
,,,,,,,,
0.904827,fear,Fear,,,,,,
0.817096,sadness,Sadness,0.570746,analytical,Analytical,,,
0.633418,sadness,Sadness,,,,,,
0.572071,joy,Joy,,,,,,
0.685589,sadness,Sadness,,,,,,
0.734547,joy,Joy,,,,,,
,,,,,,,,
0.709121,joy,Joy,,,,,,
0.639142,joy,Joy,,,,,,
0.606242,sadness,Sadness,,,,,,
0.90927,joy,Joy,,,,,,
0.75021,joy,Joy,0.769251,tentative,Tentative,,,
0.730241,joy,Joy,,,,,,
,,,,,,,,
0.762255,sadness,Sadness,0.541868,analytical,Analytical,,,
0.848231,joy,Joy,,,,,,
0.735749,joy,Joy,,,,,,
0.747746,joy,Joy,,,,,,
0.911865,joy,Joy,,,,,,
0.790666,joy,Joy,0.624662,analytical,Analytical,,,
0.842108,analytical,Analytical,,,,,,
0.561623,joy,Joy,,,,,,
0.708935,sadness,Sadness,0.502017,analytical,Analytical,,,
0.659947,sadness,Sadness,,,,,,
0.798791,tentative,Tentative,0.762356,analytical,Analytical,,,
0.714447,analytical,Analytical,,,,,,
0.638709,joy,Joy,,,,,,
0.568214,joy,Joy,0.575582,tentative,Tentative,0.599421,analytical,Analytical
0.749487,joy,Joy,0.613236,analytical,Analytical,,,
0.687768,analytical,Analytical,,,,,,
0.531737,joy,Joy,0.585218,analytical,Analytical,,,
0.833061,joy,Joy,0.653433,confident,Confident,0.679446,analytical,Analytical
0.661553,joy,Joy,0.728394,analytical,Analytical,,,
0.716301,tentative,Tentative,0.821913,analytical,Analytical,,,
0.581141,joy,Joy,0.664451,analytical,Analytical,0.798791,tentative,Tentative
,,,,,,,,
0.541239,anger,Anger,,,,,,
0.735051,joy,Joy,0.60456,analytical,Analytical,,,
0.580508,sadness,Sadness,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.692408,joy,Joy,0.680445,analytical,Analytical,,,
0.761194,joy,Joy,0.710133,analytical,Analytical,,,
0.580422,sadness,Sadness,0.771901,tentative,Tentative,,,
0.87232,analytical,Analytical,,,,,,
0.874723,joy,Joy,0.61813,analytical,Analytical,,,
0.728888,analytical,Analytical,,,,,,
0.775572,joy,Joy,,,,,,
0.558793,sadness,Sadness,,,,,,
0.514144,joy,Joy,0.575269,confident,Confident,,,
0.687768,analytical,Analytical,,,,,,
0.636571,joy,Joy,,,,,,
0.508416,sadness,Sadness,,,,,,
,,,,,,,,
0.527949,joy,Joy,0.64684,analytical,Analytical,,,
,,,,,,,,
0.766195,joy,Joy,,,,,,
0.595045,joy,Joy,,,,,,
0.750665,sadness,Sadness,,,,,,
0.700475,joy,Joy,,,,,,
0.558841,joy,Joy,,,,,,
0.593204,joy,Joy,0.819034,analytical,Analytical,,,
0.891381,joy,Joy,,,,,,
0.882442,confident,Confident,,,,,,
0.532079,tentative,Tentative,,,,,,
,,,,,,,,
0.680716,sadness,Sadness,,,,,,
0.867525,sadness,Sadness,,,,,,
0.747916,joy,Joy,,,,,,
0.570371,joy,Joy,0.581136,tentative,Tentative,,,
0.568836,joy,Joy,0.506763,analytical,Analytical,,,
,,,,,,,,
0.618981,joy,Joy,0.570513,analytical,Analytical,,,
0.72443,joy,Joy,,,,,,
0.660458,joy,Joy,0.530794,analytical,Analytical,,,
0.575837,sadness,Sadness,0.778205,analytical,Analytical,,,
0.545878,analytical,Analytical,,,,,,
0.528365,sadness,Sadness,,,,,,
,,,,,,,,
0.795094,joy,Joy,0.526919,confident,Confident,,,
0.836095,joy,Joy,,,,,,
0.72327,joy,Joy,0.543112,confident,Confident,,,
0.538697,sadness,Sadness,0.579436,confident,Confident,0.679542,analytical,Analytical
0.841134,joy,Joy,,,,,,
0.512199,joy,Joy,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.767706,joy,Joy,0.560708,analytical,Analytical,,,
0.686982,sadness,Sadness,,,,,,
,,,,,,,,
0.680276,sadness,Sadness,,,,,,
0.500443,joy,Joy,,,,,,
0.70145,joy,Joy,,,,,,
0.553892,joy,Joy,,,,,,
0.736613,joy,Joy,,,,,,
0.601115,joy,Joy,0.620279,analytical,Analytical,,,
,,,,,,,,
,,,,,,,,
0.833309,confident,Confident,,,,,,
0.641094,joy,Joy,,,,,,
0.613632,sadness,Sadness,,,,,,
,,,,,,,,
0.898968,joy,Joy,,,,,,
0.528072,sadness,Sadness,,,,,,
0.653873,joy,Joy,,,,,,
0.85665,joy,Joy,,,,,,
,,,,,,,,
0.82111,joy,Joy,0.711887,analytical,Analytical,,,
0.74948,analytical,Analytical,,,,,,
0.516462,joy,Joy,,,,,,
,,,,,,,,
0.669636,sadness,Sadness,,,,,,
0.751819,sadness,Sadness,,,,,,
0.681959,joy,Joy,,,,,,
0.567931,sadness,Sadness,,,,,,
0.661462,joy,Joy,0.571983,tentative,Tentative,,,
0.738825,sadness,Sadness,0.687768,analytical,Analytical,,,
0.655288,sadness,Sadness,,,,,,
,,,,,,,,
0.602818,joy,Joy,,,,,,
0.518858,joy,Joy,,,,,,
0.742301,joy,Joy,0.560098,analytical,Analytical,,,
0.6058,joy,Joy,,,,,,
0.718029,joy,Joy,,,,,,
,,,,,,,,
0.641954,analytical,Analytical,,,,,,
,,,,,,,,
0.764747,sadness,Sadness,,,,,,
0.66624,sadness,Sadness,,,,,,
0.772025,joy,Joy,0.661594,analytical,Analytical,,,
0.884306,sadness,Sadness,0.756614,analytical,Analytical,,,
0.651789,sadness,Sadness,,,,,,
0.742839,joy,Joy,,,,,,
0.506865,sadness,Sadness,0.604085,analytical,Analytical,,,
0.535516,joy,Joy,0.67368,analytical,Analytical,,,
0.704341,joy,Joy,0.554927,confident,Confident,,,
,,,,,,,,
0.754695,joy,Joy,0.537579,analytical,Analytical,,,
0.61321,joy,Joy,0.588934,confident,Confident,0.642535,analytical,Analytical
0.66405,fear,Fear,,,,,,
0.816503,joy,Joy,,,,,,
0.510876,sadness,Sadness,,,,,,
,,,,,,,,
0.628488,joy,Joy,,,,,,
,,,,,,,,
0.779629,tentative,Tentative,,,,,,
0.538453,joy,Joy,,,,,,
0.749914,joy,Joy,,,,,,
0.632037,sadness,Sadness,,,,,,
0.662742,joy,Joy,0.611999,tentative,Tentative,,,
0.714,joy,Joy,0.675026,analytical,Analytical,,,
0.772767,analytical,Analytical,,,,,,
0.697963,joy,Joy,0.539165,analytical,Analytical,,,
0.805347,joy,Joy,,,,,,
0.698634,analytical,Analytical,,,,,,
0.737682,joy,Joy,,,,,,
0.753372,sadness,Sadness,,,,,,
0.73971,joy,Joy,0.664326,tentative,Tentative,,,
0.839297,sadness,Sadness,,,,,,
0.531846,analytical,Analytical,,,,,,
,,,,,,,,
0.667268,joy,Joy,0.532616,analytical,Analytical,,,
0.502694,joy,Joy,,,,,,
0.917028,joy,Joy,,,,,,
0.7701,analytical,Analytical,,,,,,
0.662819,sadness,Sadness,0.518058,analytical,Analytical,,,
0.619588,joy,Joy,,,,,,
0.734466,sadness,Sadness,0.735286,analytical,Analytical,,,
0.830561,analytical,Analytical,,,,,,
0.576483,sadness,Sadness,,,,,,
,,,,,,,,
,,,,,,,,
0.542572,sadness,Sadness,0.689503,tentative,Tentative,0.585016,analytical,Analytical
0.52464,analytical,Analytical,,,,,,
0.598056,tentative,Tentative,,,,,,
0.728862,sadness,Sadness,,,,,,
0.536606,joy,Joy,0.664007,analytical,Analytical,,,
,,,,,,,,
0.740384,analytical,Analytical,,,,,,
0.719811,joy,Joy,,,,,,
0.554868,joy,Joy,0.516929,tentative,Tentative,,,
,,,,,,,,
0.633014,sadness,Sadness,,,,,,
0.7303,sadness,Sadness,0.57214,analytical,Analytical,,,
0.769738,joy,Joy,,,,,,
0.880666,joy,Joy,0.500363,confident,Confident,,,
0.506959,sadness,Sadness,,,,,,
,,,,,,,,
0.780623,joy,Joy,0.649361,analytical,Analytical,,,
0.632077,analytical,Analytical,,,,,,
0.718945,joy,Joy,,,,,,
0.538229,joy,Joy,,,,,,
0.583675,sadness,Sadness,,,,,,
0.676075,sadness,Sadness,0.741012,analytical,Analytical,,,
0.890269,joy,Joy,0.841576,confident,Confident,,,
0.68501,joy,Joy,0.616932,analytical,Analytical,,,
,,,,,,,,
0.5557,joy,Joy,,,,,,
0.80097,joy,Joy,,,,,,
0.581458,joy,Joy,0.614021,analytical,Analytical,,,
0.725804,joy,Joy,0.842108,analytical,Analytical,,,
,,,,,,,,
0.796768,joy,Joy,0.856622,tentative,Tentative,,,
0.692559,joy,Joy,,,,,,
0.804727,sadness,Sadness,0.804906,analytical,Analytical,,,
0.578026,joy,Joy,0.571567,analytical,Analytical,,,
0.709387,sadness,Sadness,,,,,,
0.532275,sadness,Sadness,,,,,,
0.512856,sadness,Sadness,0.543509,tentative,Tentative,,,
0.751347,joy,Joy,0.862149,confident,Confident,0.705784,analytical,Analytical
0.620279,analytical,Analytical,,,,,,
0.657867,sadness,Sadness,,,,,,
0.506763,analytical,Analytical,,,,,,
0.680752,sadness,Sadness,,,,,,
0.515342,sadness,Sadness,,,,,,
0.758615,joy,Joy,0.822231,tentative,Tentative,0.882284,analytical,Analytical
0.655594,joy,Joy,,,,,,
0.513677,analytical,Analytical,,,,,,
,,,,,,,,
0.737599,joy,Joy,0.764412,tentative,Tentative,,,
,,,,,,,,
0.710848,sadness,Sadness,,,,,,
0.618831,analytical,Analytical,,,,,,
0.547221,joy,Joy,,,,,,
0.565277,analytical,Analytical,,,,,,
0.634703,sadness,Sadness,0.594967,analytical,Analytical,,,
0.712464,joy,Joy,,,,,,
0.653855,sadness,Sadness,,,,,,
0.853831,joy,Joy,0.880431,confident,Confident,,,
0.541235,sadness,Sadness,0.553607,analytical,Analytical,,,
0.786642,sadness,Sadness,,,,,,
0.710996,sadness,Sadness,0.775702,confident,Confident,,,
0.579446,joy,Joy,0.678929,analytical,Analytical,,,
0.702652,anger,Anger,,,,,,
0.778922,joy,Joy,0.525926,confident,Confident,0.832004,analytical,Analytical
0.682496,joy,Joy,,,,,,
0.597367,sadness,Sadness,,,,,,
,,,,,,,,
0.595823,confident,Confident,,,,,,
0.649703,sadness,Sadness,0.519411,tentative,Tentative,0.656175,analytical,Analytical
0.616008,joy,Joy,0.773564,analytical,Analytical,,,
0.558918,joy,Joy,0.515917,confident,Confident,,,
0.61536,joy,Joy,,,,,,
0.567629,sadness,Sadness,,,,,,
0.774422,sadness,Sadness,,,,,,
0.508818,sadness,Sadness,,,,,,
0.720108,joy,Joy,0.629467,analytical,Analytical,,,
,,,,,,,,
0.637952,analytical,Analytical,,,,,,
0.664844,sadness,Sadness,,,,,,
0.649934,joy,Joy,0.560098,analytical,Analytical,,,
0.576985,joy,Joy,,,,,,
,,,,,,,,
0.510565,analytical,Analytical,,,,,,
0.646235,joy,Joy,0.624557,tentative,Tentative,0.687768,analytical,Analytical
0.690657,sadness,Sadness,0.838292,analytical,Analytical,,,
,,,,,,,,
0.54045,joy,Joy,0.615352,tentative,Tentative,0.506763,analytical,Analytical
0.596378,sadness,Sadness,,,,,,
0.875986,joy,Joy,0.582828,analytical,Analytical,,,
0.874319,analytical,Analytical,,,,,,
0.750458,sadness,Sadness,0.522879,analytical,Analytical,,,
,,,,,,,,
0.542593,sadness,Sadness,,,,,,
0.506301,joy,Joy,,,,,,
0.629992,analytical,Analytical,,,,,,
0.641485,joy,Joy,,,,,,
,,,,,,,,
0.712442,sadness,Sadness,0.866856,analytical,Analytical,,,
0.683993,tentative,Tentative,0.698768,analytical,Analytical,,,
0.72239,sadness,Sadness,,,,,,
0.659285,analytical,Analytical,,,,,,
0.832478,joy,Joy,0.579436,confident,Confident,,,
0.585239,joy,Joy,,,,,,
0.678611,analytical,Analytical,,,,,,
0.522995,sadness,Sadness,0.782587,analytical,Analytical,,,
0.730481,analytical,Analytical,,,,,,
0.68981,joy,Joy,,,,,,
