document_tone/tones/0/score,document_tone/tones/0/tone_id,document_tone/tones/0/tone_name,document_tone/tones/1/score,document_tone/tones/1/tone_id,document_tone/tones/1/tone_name,document_tone/tones/2/score,document_tone/tones/2/tone_id,document_tone/tones/2/tone_name
0.600384,sadness,Sadness,0.51543,analytical,Analytical,,,
0.600017,anger,Anger,0.579436,confident,Confident,,,
0.661244,analytical,Analytical,,,,,,
0.615352,tentative,Tentative,0.506763,analytical,Analytical,,,
,,,,,,,,
0.653663,sadness,Sadness,0.522167,analytical,Analytical,,,
0.879704,analytical,Analytical,,,,,,
0.797389,analytical,Analytical,,,,,,
0.558221,sadness,Sadness,0.696292,analytical,Analytical,,,
0.61623,joy,Joy,0.601956,analytical,Analytical,,,
0.634417,anger,Anger,0.747246,analytical,Analytical,,,
0.841079,sadness,Sadness,,,,,,
0.596412,sadness,Sadness,,,,,,
0.535139,sadness,Sadness,,,,,,
0.646962,analytical,Analytical,,,,,,
0.521568,analytical,Analytical,,,,,,
,,,,,,,,
0.532059,sadness,Sadness,,,,,,
,,,,,,,,
0.572368,sadness,Sadness,0.716262,analytical,Analytical,,,
0.772393,sadness,Sadness,0.647173,analytical,Analytical,,,
0.54829,sadness,Sadness,0.725524,analytical,Analytical,,,
0.519006,anger,Anger,0.519469,sadness,Sadness,0.627246,analytical,Analytical
0.740542,sadness,Sadness,,,,,,
0.650337,anger,Anger,0.562568,analytical,Analytical,,,
0.71631,sadness,Sadness,0.58393,tentative,Tentative,,,
,,,,,,,,
0.838146,sadness,Sadness,0.513989,analytical,Analytical,,,
0.605688,sadness,Sadness,,,,,,
0.753801,sadness,Sadness,0.610552,analytical,Analytical,,,
0.579893,sadness,Sadness,0.700718,analytical,Analytical,,,
0.710068,sadness,Sadness,0.599915,analytical,Analytical,,,
0.592121,anger,Anger,,,,,,
0.727798,confident,Confident,,,,,,
0.508955,anger,Anger,,,,,,
0.511203,anger,Anger,,,,,,
0.691253,joy,Joy,,,,,,
0.608224,sadness,Sadness,,,,,,
0.557007,anger,Anger,,,,,,
0.513989,analytical,Analytical,,,,,,
0.522804,sadness,Sadness,0.643274,analytical,Analytical,,,
0.556935,sadness,Sadness,,,,,,
0.53762,sadness,Sadness,0.618258,analytical,Analytical,,,
0.55533,anger,Anger,0.630534,analytical,Analytical,,,
0.686644,sadness,Sadness,0.579367,analytical,Analytical,,,
0.565222,anger,Anger,,,,,,
0.645121,joy,Joy,,,,,,
0.819127,sadness,Sadness,,,,,,
0.678175,sadness,Sadness,,,,,,
0.564398,anger,Anger,0.595055,sadness,Sadness,0.617532,analytical,Analytical
0.604365,anger,Anger,0.691967,analytical,Analytical,,,
0.645917,sadness,Sadness,0.616586,analytical,Analytical,,,
,,,,,,,,
0.628172,sadness,Sadness,0.587714,analytical,Analytical,,,
0.570931,sadness,Sadness,,,,,,
0.5548,sadness,Sadness,,,,,,
0.704168,sadness,Sadness,,,,,,
0.63223,sadness,Sadness,0.528596,analytical,Analytical,,,
0.698008,analytical,Analytical,,,,,,
0.618831,analytical,Analytical,,,,,,
,,,,,,,,
0.696113,sadness,Sadness,0.957173,analytical,Analytical,,,
0.532616,analytical,Analytical,,,,,,
0.547677,analytical,Analytical,,,,,,
0.579367,analytical,Analytical,,,,,,
0.53788,anger,Anger,,,,,,
0.817805,analytical,Analytical,,,,,,
0.539304,sadness,Sadness,0.5577,tentative,Tentative,,,
0.608555,joy,Joy,0.615352,tentative,Tentative,,,
0.712344,sadness,Sadness,0.739487,analytical,Analytical,,,
0.595462,anger,Anger,0.503542,analytical,Analytical,,,
0.807812,sadness,Sadness,0.727113,analytical,Analytical,,,
0.563767,analytical,Analytical,,,,,,
0.545365,sadness,Sadness,,,,,,
0.574086,sadness,Sadness,,,,,,
0.548657,sadness,Sadness,0.579436,confident,Confident,0.862286,analytical,Analytical
0.746768,sadness,Sadness,0.525007,tentative,Tentative,0.705784,analytical,Analytical
0.618659,sadness,Sadness,0.70141,analytical,Analytical,,,
0.605613,sadness,Sadness,,,,,,
0.618451,confident,Confident,,,,,,
,,,,,,,,
,,,,,,,,
0.878447,analytical,Analytical,,,,,,
0.767919,sadness,Sadness,,,,,,
0.752826,sadness,Sadness,,,,,,
0.531698,sadness,Sadness,,,,,,
0.556504,sadness,Sadness,0.543112,confident,Confident,0.781949,analytical,Analytical
0.729762,analytical,Analytical,,,,,,
0.664167,sadness,Sadness,,,,,,
0.538569,sadness,Sadness,,,,,,
0.553425,analytical,Analytical,,,,,,
0.595746,analytical,Analytical,,,,,,
0.597987,anger,Anger,0.689955,analytical,Analytical,,,
0.571606,sadness,Sadness,0.795632,analytical,Analytical,,,
0.661507,sadness,Sadness,0.633873,analytical,Analytical,,,
0.528273,anger,Anger,0.562056,analytical,Analytical,,,
0.824269,anger,Anger,,,,,,
0.540234,anger,Anger,0.541309,sadness,Sadness,0.694873,analytical,Analytical
0.553977,sadness,Sadness,0.505247,analytical,Analytical,,,
0.596285,anger,Anger,0.529479,analytical,Analytical,,,
0.579436,confident,Confident,,,,,,
0.627649,sadness,Sadness,0.586568,analytical,Analytical,,,
0.663389,anger,Anger,0.765977,analytical,Analytical,,,
0.501672,analytical,Analytical,,,,,,
,,,,,,,,
0.714021,analytical,Analytical,,,,,,
0.610521,anger,Anger,0.545425,analytical,Analytical,,,
0.620491,sadness,Sadness,0.71394,analytical,Analytical,,,
0.742788,analytical,Analytical,,,,,,
0.643629,sadness,Sadness,0.766643,analytical,Analytical,,,
0.596864,sadness,Sadness,,,,,,
,,,,,,,,
,,,,,,,,
0.608817,sadness,Sadness,0.508603,anger,Anger,,,
0.861226,anger,Anger,,,,,,
0.830084,sadness,Sadness,0.536553,analytical,Analytical,,,
0.745718,sadness,Sadness,0.527826,analytical,Analytical,,,
0.848022,analytical,Analytical,,,,,,
0.618655,sadness,Sadness,,,,,,
,,,,,,,,
0.75152,tentative,Tentative,0.548904,analytical,Analytical,,,
0.614713,anger,Anger,,,,,,
0.71824,anger,Anger,,,,,,
0.515541,anger,Anger,0.595849,analytical,Analytical,,,
0.509368,confident,Confident,,,,,,
,,,,,,,,
0.605747,joy,Joy,0.679542,analytical,Analytical,,,
0.806145,joy,Joy,,,,,,
0.73483,analytical,Analytical,,,,,,
0.786797,sadness,Sadness,0.622398,analytical,Analytical,,,
0.545055,anger,Anger,,,,,,
0.711034,sadness,Sadness,0.631485,analytical,Analytical,,,
0.6731,analytical,Analytical,,,,,,
,,,,,,,,
0.528158,sadness,Sadness,0.58393,tentative,Tentative,,,
0.579886,sadness,Sadness,,,,,,
,,,,,,,,
0.644721,analytical,Analytical,,,,,,
0.514495,analytical,Analytical,,,,,,
,,,,,,,,
0.614989,sadness,Sadness,0.669864,analytical,Analytical,,,
0.528074,sadness,Sadness,0.57374,tentative,Tentative,0.598923,analytical,Analytical
0.641857,sadness,Sadness,0.604553,tentative,Tentative,,,
0.693821,sadness,Sadness,,,,,,
0.772456,confident,Confident,0.745634,analytical,Analytical,,,
0.511119,tentative,Tentative,,,,,,
0.592214,analytical,Analytical,,,,,,
,,,,,,,,
0.727009,sadness,Sadness,,,,,,
0.589555,anger,Anger,,,,,,
0.773856,joy,Joy,,,,,,
0.700206,anger,Anger,0.780972,analytical,Analytical,,,
0.824715,analytical,Analytical,,,,,,
0.60316,sadness,Sadness,0.756947,analytical,Analytical,,,
0.595666,joy,Joy,,,,,,
0.550693,sadness,Sadness,0.501017,anger,Anger,0.81442,analytical,Analytical
,,,,,,,,
0.535775,sadness,Sadness,0.711887,analytical,Analytical,,,
0.727796,sadness,Sadness,0.888046,analytical,Analytical,,,
0.582259,sadness,Sadness,0.631525,tentative,Tentative,,,
0.573419,sadness,Sadness,0.562294,analytical,Analytical,,,
0.705887,sadness,Sadness,0.683162,analytical,Analytical,,,
0.704513,analytical,Analytical,,,,,,
0.50224,anger,Anger,0.509563,sadness,Sadness,,,
0.790381,analytical,Analytical,,,,,,
0.593284,sadness,Sadness,,,,,,
0.619622,sadness,Sadness,,,,,,
,,,,,,,,
0.622886,sadness,Sadness,,,,,,
