document_tone/tones/0/score,document_tone/tones/0/tone_id,document_tone/tones/0/tone_name,document_tone/tones/1/score,document_tone/tones/1/tone_id,document_tone/tones/1/tone_name,document_tone/tones/2/score,document_tone/tones/2/tone_id,document_tone/tones/2/tone_name
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.801827,analytical,Analytical,,,,,,
0.97759,confident,Confident,,,,,,
0.955584,confident,Confident,,,,,,
0.880435,joy,Joy,,,,,,
0.785811,joy,Joy,,,,,,
0.7835,joy,Joy,,,,,,
0.630778,sadness,Sadness,0.80026,confident,Confident,,,
,,,,,,,,
0.794023,sadness,Sadness,,,,,,
0.602493,joy,Joy,,,,,,
0.961633,confident,Confident,,,,,,
,,,,,,,,
0.860241,joy,Joy,,,,,,
,,,,,,,,
0.619089,joy,Joy,0.724236,analytical,Analytical,0.5538,tentative,Tentative
,,,,,,,,
0.502038,fear,Fear,0.886448,confident,Confident,,,
0.548575,sadness,Sadness,,,,,,
,,,,,,,,
0.506797,tentative,Tentative,0.775384,analytical,Analytical,,,
,,,,,,,,
0.984352,tentative,Tentative,,,,,,
0.854234,joy,Joy,0.898499,tentative,Tentative,0.564476,analytical,Analytical
0.878287,joy,Joy,,,,,,
0.647986,tentative,Tentative,,,,,,
0.699802,joy,Joy,,,,,,
0.703155,joy,Joy,0.724236,analytical,Analytical,0.5538,tentative,Tentative
0.647638,joy,Joy,0.598602,confident,Confident,,,
0.870663,joy,Joy,,,,,,
0.881598,joy,Joy,,,,,,
0.803818,sadness,Sadness,,,,,,
0.549276,sadness,Sadness,0.75152,tentative,Tentative,,,
0.725306,joy,Joy,,,,,,
0.757067,joy,Joy,0.8152,analytical,Analytical,,,
0.589527,joy,Joy,0.92125,confident,Confident,,,
0.789984,anger,Anger,0.88939,tentative,Tentative,,,
0.989586,confident,Confident,,,,,,
0.62873,joy,Joy,,,,,,
0.718711,joy,Joy,0.75152,tentative,Tentative,,,
0.793518,joy,Joy,,,,,,
0.649361,joy,Joy,,,,,,
0.757498,joy,Joy,,,,,,
,,,,,,,,
0.857227,joy,Joy,0.97759,confident,Confident,,,
,,,,,,,,
0.898327,confident,Confident,,,,,,
0.51055,joy,Joy,0.660207,confident,Confident,,,
,,,,,,,,
0.632066,confident,Confident,,,,,,
0.617113,sadness,Sadness,0.727988,tentative,Tentative,,,
0.897515,joy,Joy,,,,,,
,,,,,,,,
0.97759,confident,Confident,,,,,,
0.60256,joy,Joy,,,,,,
,,,,,,,,
0.966517,joy,Joy,,,,,,
,,,,,,,,
0.542469,joy,Joy,,,,,,
,,,,,,,,
0.842108,analytical,Analytical,,,,,,
0.916773,confident,Confident,,,,,,
0.873263,tentative,Tentative,,,,,,
0.706567,sadness,Sadness,0.653099,analytical,Analytical,0.957828,tentative,Tentative
0.760434,joy,Joy,0.620279,analytical,Analytical,,,
,,,,,,,,
0.800292,joy,Joy,0.543112,confident,Confident,,,
,,,,,,,,
0.962398,joy,Joy,,,,,,
0.823765,joy,Joy,,,,,,
0.555204,joy,Joy,0.641954,analytical,Analytical,,,
0.879371,joy,Joy,0.996934,confident,Confident,,,
0.656953,sadness,Sadness,,,,,,
0.772482,joy,Joy,,,,,,
0.75152,tentative,Tentative,0.620279,analytical,Analytical,,,
0.781406,joy,Joy,,,,,,
,,,,,,,,
0.817394,tentative,Tentative,0.653099,analytical,Analytical,,,
0.830741,joy,Joy,0.898327,confident,Confident,0.762356,analytical,Analytical
,,,,,,,,
0.75152,tentative,Tentative,,,,,,
0.620321,sadness,Sadness,0.615352,tentative,Tentative,,,
0.735673,analytical,Analytical,,,,,,
0.532616,analytical,Analytical,,,,,,
0.8152,analytical,Analytical,,,,,,
0.72936,joy,Joy,0.898327,confident,Confident,,,
0.733851,joy,Joy,,,,,,
0.822231,tentative,Tentative,,,,,,
0.76563,joy,Joy,,,,,,
0.776293,joy,Joy,0.882284,analytical,Analytical,,,
0.681699,tentative,Tentative,,,,,,
0.898327,confident,Confident,,,,,,
0.529414,sadness,Sadness,0.5538,tentative,Tentative,0.659886,analytical,Analytical
0.680321,joy,Joy,0.80026,confident,Confident,,,
0.627799,joy,Joy,0.786991,tentative,Tentative,,,
0.785951,joy,Joy,,,,,,
0.968209,analytical,Analytical,0.856622,tentative,Tentative,,,
0.801827,analytical,Analytical,,,,,,
0.600572,sadness,Sadness,0.984135,confident,Confident,,,
0.994446,tentative,Tentative,,,,,,
,,,,,,,,
,,,,,,,,
0.898327,confident,Confident,,,,,,
0.716826,joy,Joy,,,,,,
0.762356,analytical,Analytical,,,,,,
0.762356,analytical,Analytical,,,,,,
0.795897,joy,Joy,0.882442,confident,Confident,0.947344,analytical,Analytical
0.677377,joy,Joy,0.716301,tentative,Tentative,,,
0.62482,sadness,Sadness,,,,,,
0.694326,joy,Joy,,,,,,
0.856622,tentative,Tentative,0.842108,analytical,Analytical,,,
,,,,,,,,
,,,,,,,,
0.783836,joy,Joy,,,,,,
0.720867,joy,Joy,0.895415,analytical,Analytical,0.681699,tentative,Tentative
0.724236,analytical,Analytical,,,,,,
0.525471,joy,Joy,,,,,,
0.920855,analytical,Analytical,,,,,,
0.5538,tentative,Tentative,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.874372,confident,Confident,0.842108,analytical,Analytical,,,
0.798803,joy,Joy,,,,,,
0.651583,sadness,Sadness,,,,,,
0.695039,joy,Joy,0.58393,tentative,Tentative,,,
0.969248,joy,Joy,,,,,,
0.596876,anger,Anger,,,,,,
,,,,,,,,
0.579754,sadness,Sadness,0.88939,tentative,Tentative,,,
0.87271,joy,Joy,,,,,,
0.653655,sadness,Sadness,,,,,,
0.836114,joy,Joy,0.856622,tentative,Tentative,0.724236,analytical,Analytical
0.725949,joy,Joy,0.704642,confident,Confident,,,
0.659886,analytical,Analytical,,,,,,
0.833087,joy,Joy,0.80026,confident,Confident,0.842108,analytical,Analytical
0.660207,confident,Confident,,,,,,
0.91038,joy,Joy,0.874372,confident,Confident,,,
0.856007,joy,Joy,0.762356,analytical,Analytical,,,
,,,,,,,,
0.831366,sadness,Sadness,0.957828,tentative,Tentative,,,
0.74846,sadness,Sadness,0.920855,analytical,Analytical,,,
0.938622,joy,Joy,,,,,,
0.618451,confident,Confident,,,,,,
,,,,,,,,
,,,,,,,,
0.565203,joy,Joy,0.751512,confident,Confident,,,
0.711712,joy,Joy,,,,,,
0.897187,joy,Joy,,,,,,
,,,,,,,,
0.753877,joy,Joy,0.961633,confident,Confident,,,
0.942582,confident,Confident,,,,,,
0.70569,joy,Joy,0.811255,confident,Confident,,,
0.659624,anger,Anger,0.93884,analytical,Analytical,,,
0.796123,analytical,Analytical,,,,,,
0.55803,joy,Joy,,,,,,
0.713316,joy,Joy,0.793846,analytical,Analytical,,,
0.942582,confident,Confident,,,,,,
0.620279,analytical,Analytical,,,,,,
,,,,,,,,
0.63978,joy,Joy,0.80026,confident,Confident,,,
0.841634,joy,Joy,,,,,,
0.730124,joy,Joy,,,,,,
0.659863,joy,Joy,0.615352,tentative,Tentative,,,
,,,,,,,,
0.761258,joy,Joy,0.849846,tentative,Tentative,,,
0.611757,joy,Joy,,,,,,
0.534186,fear,Fear,,,,,,
,,,,,,,,
0.72573,joy,Joy,0.727798,confident,Confident,,,
0.898498,joy,Joy,,,,,,
,,,,,,,,
0.861323,joy,Joy,,,,,,
0.778759,joy,Joy,,,,,,
0.615352,tentative,Tentative,,,,,,
0.647959,sadness,Sadness,0.681699,tentative,Tentative,,,
,,,,,,,,
0.681699,tentative,Tentative,,,,,,
,,,,,,,,
0.88181,joy,Joy,0.932155,confident,Confident,,,
0.750118,joy,Joy,0.75152,tentative,Tentative,,,
0.62873,joy,Joy,,,,,,
0.603033,sadness,Sadness,0.75152,tentative,Tentative,,,
0.891142,joy,Joy,0.968123,tentative,Tentative,0.687768,analytical,Analytical
0.639574,joy,Joy,0.681699,tentative,Tentative,,,
0.84445,joy,Joy,,,,,,
,,,,,,,,
0.720483,joy,Joy,,,,,,
,,,,,,,,
0.931034,anger,Anger,0.916667,sadness,Sadness,0.931034,fear,Fear
0.628676,joy,Joy,0.774376,analytical,Analytical,,,
0.616964,joy,Joy,0.762356,analytical,Analytical,,,
0.880435,joy,Joy,,,,,,
0.621467,joy,Joy,,,,,,
0.68003,sadness,Sadness,,,,,,
0.976535,joy,Joy,0.849827,confident,Confident,,,
0.85149,joy,Joy,0.704642,confident,Confident,,,
0.639602,joy,Joy,,,,,,
0.80026,confident,Confident,,,,,,
0.611261,joy,Joy,0.506763,analytical,Analytical,,,
0.86089,joy,Joy,0.968123,tentative,Tentative,,,
0.55628,sadness,Sadness,0.615352,tentative,Tentative,0.506763,analytical,Analytical
0.590202,joy,Joy,,,,,,
0.519599,anger,Anger,0.620279,analytical,Analytical,0.75152,tentative,Tentative
,,,,,,,,
0.642915,analytical,Analytical,,,,,,
0.908851,joy,Joy,,,,,,
0.608669,joy,Joy,,,,,,
0.573572,fear,Fear,,,,,,
,,,,,,,,
0.793404,joy,Joy,,,,,,
0.592913,joy,Joy,0.822231,tentative,Tentative,,,
0.757746,joy,Joy,,,,,,
0.797805,joy,Joy,,,,,,
,,,,,,,,
0.94928,joy,Joy,,,,,,
0.842084,anger,Anger,,,,,,
0.535797,sadness,Sadness,,,,,,
,,,,,,,,
0.902189,joy,Joy,,,,,,
0.874372,confident,Confident,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.849827,confident,Confident,,,,,,
0.587465,joy,Joy,0.735644,confident,Confident,,,
0.931034,anger,Anger,0.916667,sadness,Sadness,,,
,,,,,,,,
0.662163,joy,Joy,0.909883,tentative,Tentative,0.653099,analytical,Analytical
0.614199,joy,Joy,,,,,,
0.704642,confident,Confident,,,,,,
0.689631,joy,Joy,,,,,,
0.634479,joy,Joy,0.670204,analytical,Analytical,,,
0.931087,joy,Joy,0.746925,analytical,Analytical,,,
0.537522,sadness,Sadness,0.615352,tentative,Tentative,,,
0.705669,joy,Joy,,,,,,
0.932163,joy,Joy,0.825035,confident,Confident,,,
0.556633,joy,Joy,,,,,,
0.822582,sadness,Sadness,0.620279,analytical,Analytical,,,
0.743998,sadness,Sadness,0.634825,confident,Confident,,,
0.735644,confident,Confident,,,,,,
0.680944,joy,Joy,,,,,,
,,,,,,,,
0.86694,anger,Anger,0.989586,confident,Confident,,,
0.942582,confident,Confident,,,,,,
0.577822,joy,Joy,0.687768,analytical,Analytical,,,
0.785951,joy,Joy,,,,,,
0.788811,anger,Anger,0.898327,confident,Confident,,,
0.825362,joy,Joy,0.971848,tentative,Tentative,,,
0.76193,joy,Joy,,,,,,
,,,,,,,,
0.874372,confident,Confident,,,,,,
0.660222,anger,Anger,,,,,,
0.88939,tentative,Tentative,,,,,,
0.92125,confident,Confident,,,,,,
0.822671,joy,Joy,0.882284,analytical,Analytical,,,
0.672469,analytical,Analytical,,,,,,
0.787944,confident,Confident,,,,,,
0.855416,joy,Joy,0.727798,confident,Confident,,,
,,,,,,,,
0.862286,analytical,Analytical,0.786991,tentative,Tentative,,,
0.647986,tentative,Tentative,0.532616,analytical,Analytical,,,
0.916667,sadness,Sadness,0.882284,analytical,Analytical,,,
,,,,,,,,
,,,,,,,,
0.514695,sadness,Sadness,,,,,,
,,,,,,,,
0.623668,joy,Joy,0.618451,confident,Confident,,,
0.898327,confident,Confident,,,,,,
0.871846,joy,Joy,,,,,,
,,,,,,,,
0.788547,analytical,Analytical,,,,,,
0.900654,joy,Joy,0.996934,confident,Confident,,,
0.532616,analytical,Analytical,,,,,,
0.553817,joy,Joy,0.942582,confident,Confident,,,
0.659423,sadness,Sadness,0.672469,analytical,Analytical,0.88939,tentative,Tentative
0.928964,joy,Joy,0.961633,confident,Confident,,,
0.93884,analytical,Analytical,,,,,,
,,,,,,,,
0.525645,joy,Joy,,,,,,
0.88411,joy,Joy,,,,,,
,,,,,,,,
0.857048,joy,Joy,0.727798,confident,Confident,,,
0.920855,analytical,Analytical,,,,,,
,,,,,,,,
,,,,,,,,
0.832631,joy,Joy,0.780088,analytical,Analytical,,,
0.874286,joy,Joy,0.825035,confident,Confident,,,
0.856622,tentative,Tentative,0.724236,analytical,Analytical,,,
,,,,,,,,
0.775702,confident,Confident,,,,,,
0.931034,anger,Anger,0.916667,sadness,Sadness,,,
0.57341,sadness,Sadness,,,,,,
0.543112,confident,Confident,,,,,,
0.889617,joy,Joy,0.849827,confident,Confident,,,
0.780431,joy,Joy,0.842108,analytical,Analytical,,,
,,,,,,,,
0.861323,joy,Joy,,,,,,
0.942582,confident,Confident,,,,,,
0.771074,joy,Joy,,,,,,
0.55641,joy,Joy,0.80026,confident,Confident,,,
0.651979,sadness,Sadness,,,,,,
0.772793,joy,Joy,0.660207,confident,Confident,0.724236,analytical,Analytical
0.849827,confident,Confident,0.882284,analytical,Analytical,,,
0.716301,tentative,Tentative,0.589295,analytical,Analytical,,,
0.537644,sadness,Sadness,0.543112,confident,Confident,0.941308,analytical,Analytical
0.932562,joy,Joy,,,,,,
,,,,,,,,
0.671274,joy,Joy,0.989586,confident,Confident,,,
0.957828,tentative,Tentative,,,,,,
0.693802,joy,Joy,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
0.860815,joy,Joy,,,,,,
0.771349,joy,Joy,0.961633,confident,Confident,,,
,,,,,,,,
0.880435,joy,Joy,,,,,,
0.532616,analytical,Analytical,,,,,,
0.543718,joy,Joy,,,,,,
,,,,,,,,
0.506763,analytical,Analytical,,,,,,
0.9444,joy,Joy,0.967339,confident,Confident,0.560098,analytical,Analytical
0.842108,analytical,Analytical,,,,,,
0.51326,joy,Joy,,,,,,
0.80026,confident,Confident,0.620279,analytical,Analytical,,,
,,,,,,,,
1,joy,Joy,,,,,,
,,,,,,,,
0.645125,joy,Joy,0.896155,tentative,Tentative,,,
0.506191,sadness,Sadness,0.704642,confident,Confident,,,
0.97759,confident,Confident,0.982476,analytical,Analytical,,,
0.645656,joy,Joy,0.849827,confident,Confident,,,
0.74841,sadness,Sadness,0.986225,analytical,Analytical,,,
0.883797,joy,Joy,0.786991,tentative,Tentative,0.653099,analytical,Analytical
0.891618,joy,Joy,,,,,,
0.739043,joy,Joy,0.80026,confident,Confident,,,
0.927342,joy,Joy,,,,,,
0.940944,joy,Joy,0.520338,confident,Confident,,,
0.80026,confident,Confident,,,,,,
0.823994,joy,Joy,0.615352,tentative,Tentative,,,
0.938743,joy,Joy,,,,,,
,,,,,,,,
,,,,,,,,
0.946639,tentative,Tentative,,,,,,
0.75152,tentative,Tentative,0.842108,analytical,Analytical,,,
,,,,,,,,
0.791948,sadness,Sadness,0.97759,confident,Confident,,,
0.876452,joy,Joy,,,,,,
0.9027,joy,Joy,,,,,,
0.739556,joy,Joy,0.660207,confident,Confident,,,
0.955445,analytical,Analytical,,,,,,
0.804686,joy,Joy,0.898327,confident,Confident,,,
0.849827,confident,Confident,,,,,,
,,,,,,,,
0.888453,joy,Joy,,,,,,
0.663344,sadness,Sadness,0.687768,analytical,Analytical,,,
0.545436,tentative,Tentative,,,,,,
0.769806,joy,Joy,,,,,,
0.801827,analytical,Analytical,,,,,,
,,,,,,,,
0.976993,tentative,Tentative,,,,,,
0.911587,joy,Joy,,,,,,
,,,,,,,,
0.532778,sadness,Sadness,,,,,,
0.696062,sadness,Sadness,0.598602,confident,Confident,0.597565,analytical,Analytical
,,,,,,,,
0.915923,joy,Joy,,,,,,
0.663398,joy,Joy,,,,,,
0.524675,joy,Joy,,,,,,
0.883035,joy,Joy,0.933436,tentative,Tentative,0.73677,analytical,Analytical
0.886957,joy,Joy,0.649361,analytical,Analytical,,,
0.671151,anger,Anger,,,,,,
0.789369,joy,Joy,,,,,,
0.653099,analytical,Analytical,,,,,,
0.980571,joy,Joy,,,,,,
0.553445,sadness,Sadness,0.942582,confident,Confident,,,
0.723461,joy,Joy,0.88939,tentative,Tentative,,,
0.934093,joy,Joy,,,,,,
0.579367,analytical,Analytical,,,,,,
,,,,,,,,
0.749306,sadness,Sadness,0.5538,tentative,Tentative,0.842108,analytical,Analytical
0.534637,joy,Joy,0.647986,tentative,Tentative,0.587989,analytical,Analytical
0.850926,joy,Joy,0.961633,confident,Confident,0.687768,analytical,Analytical
0.705065,joy,Joy,0.660207,confident,Confident,,,
0.822231,tentative,Tentative,,,,,,
,,,,,,,,
0.812192,joy,Joy,,,,,,
0.673242,sadness,Sadness,0.874319,analytical,Analytical,,,
0.957827,joy,Joy,,,,,,
,,,,,,,,
0.933436,tentative,Tentative,,,,,,
,,,,,,,,
0.506763,analytical,Analytical,,,,,,
0.991736,analytical,Analytical,,,,,,
0.667208,sadness,Sadness,0.687768,analytical,Analytical,,,
0.909491,joy,Joy,0.92125,confident,Confident,,,
0.766019,joy,Joy,,,,,,
0.788788,joy,Joy,,,,,,
0.822231,tentative,Tentative,,,,,,
0.800652,joy,Joy,,,,,,
0.757184,joy,Joy,0.525007,tentative,Tentative,,,
0.843315,joy,Joy,,,,,,
,,,,,,,,
0.689781,sadness,Sadness,0.641954,analytical,Analytical,,,
0.952707,joy,Joy,,,,,,
0.574083,anger,Anger,0.942582,confident,Confident,,,
0.920855,analytical,Analytical,,,,,,
,,,,,,,,
0.520671,sadness,Sadness,0.807548,analytical,Analytical,,,
,,,,,,,,
0.619432,joy,Joy,0.653099,analytical,Analytical,,,
0.560431,joy,Joy,0.653099,analytical,Analytical,,,
0.525473,joy,Joy,,,,,,
0.766372,sadness,Sadness,,,,,,
0.773993,joy,Joy,,,,,,
0.898327,confident,Confident,,,,,,
0.725887,joy,Joy,0.5538,tentative,Tentative,0.620279,analytical,Analytical
,,,,,,,,
0.916667,sadness,Sadness,0.931034,fear,Fear,0.931034,anger,Anger
0.955445,analytical,Analytical,,,,,,
,,,,,,,,
0.801827,analytical,Analytical,,,,,,
0.792919,joy,Joy,,,,,,
0.898327,confident,Confident,0.965509,analytical,Analytical,,,
0.524641,anger,Anger,,,,,,
0.902213,joy,Joy,,,,,,
,,,,,,,,
0.689122,joy,Joy,0.895415,analytical,Analytical,0.91961,tentative,Tentative
0.773897,joy,Joy,,,,,,
,,,,,,,,
0.681699,tentative,Tentative,,,,,,
0.625712,joy,Joy,,,,,,
0.517034,joy,Joy,,,,,,
0.618451,confident,Confident,,,,,,
,,,,,,,,
0.827706,joy,Joy,0.58393,tentative,Tentative,,,
,,,,,,,,
0.766162,sadness,Sadness,,,,,,
0.548782,sadness,Sadness,0.804675,tentative,Tentative,,,
0.789671,joy,Joy,,,,,,
0.867061,joy,Joy,,,,,,
0.972852,analytical,Analytical,,,,,,
0.753877,joy,Joy,,,,,,
1,joy,Joy,,,,,,
0.541607,sadness,Sadness,0.968123,tentative,Tentative,,,
0.614915,sadness,Sadness,0.6821,confident,Confident,,,
,,,,,,,,
0.696092,analytical,Analytical,,,,,,
,,,,,,,,
0.6821,confident,Confident,,,,,,
0.786991,tentative,Tentative,,,,,,
0.996934,confident,Confident,0.762356,analytical,Analytical,,,
0.764132,joy,Joy,,,,,,
0.615352,tentative,Tentative,,,,,,
0.727798,confident,Confident,0.802757,analytical,Analytical,,,
0.687768,analytical,Analytical,,,,,,
,,,,,,,,
0.849827,confident,Confident,,,,,,
0.916667,sadness,Sadness,0.996934,confident,Confident,,,
,,,,,,,,
,,,,,,,,
0.920923,joy,Joy,0.994446,tentative,Tentative,,,
0.947316,joy,Joy,0.989586,confident,Confident,,,
0.719831,joy,Joy,0.75152,tentative,Tentative,,,
0.584758,joy,Joy,0.786991,tentative,Tentative,,,
0.753383,sadness,Sadness,,,,,,
0.784267,joy,Joy,0.598602,confident,Confident,,,
0.784977,joy,Joy,,,,,,
0.727566,joy,Joy,0.801827,analytical,Analytical,,,
,,,,,,,,
,,,,,,,,
0.60197,joy,Joy,,,,,,
,,,,,,,,
,,,,,,,,
0.573623,sadness,Sadness,0.899126,analytical,Analytical,,,
0.658203,joy,Joy,,,,,,
0.549157,joy,Joy,,,,,,
0.749296,joy,Joy,,,,,,
,,,,,,,,
0.898327,confident,Confident,0.920855,analytical,Analytical,,,
0.909883,tentative,Tentative,0.653099,analytical,Analytical,,,
0.736474,sadness,Sadness,,,,,,
0.515308,sadness,Sadness,0.989586,confident,Confident,,,
0.916667,sadness,Sadness,0.955445,analytical,Analytical,,,
,,,,,,,,
0.793518,joy,Joy,,,,,,
0.91961,tentative,Tentative,,,,,,
0.837109,sadness,Sadness,0.97759,confident,Confident,,,
0.94654,joy,Joy,,,,,,
0.789473,joy,Joy,0.711887,analytical,Analytical,,,
0.76747,sadness,Sadness,0.874372,confident,Confident,0.901894,analytical,Analytical
0.942582,confident,Confident,,,,,,
0.601473,sadness,Sadness,0.920855,analytical,Analytical,,,
0.598361,joy,Joy,,,,,,
0.580391,joy,Joy,0.933436,tentative,Tentative,,,
0.91961,tentative,Tentative,,,,,,
0.88794,joy,Joy,,,,,,
0.927544,joy,Joy,,,,,,
0.874372,confident,Confident,,,,,,
,,,,,,,,
0.880435,joy,Joy,,,,,,
0.920855,analytical,Analytical,,,,,,
0.872698,joy,Joy,0.620279,analytical,Analytical,0.5538,tentative,Tentative
0.961633,confident,Confident,0.882284,analytical,Analytical,,,
0.839577,tentative,Tentative,,,,,,
,,,,,,,,
0.769135,analytical,Analytical,,,,,,
,,,,,,,,
,,,,,,,,
0.955584,confident,Confident,0.868982,analytical,Analytical,,,
0.699949,joy,Joy,,,,,,
