usage/text_units,usage/text_characters,usage/features,sentiment/document/score,sentiment/document/label,language
1,760,1,-0.977071,negative,en
1,853,1,0.562047,positive,en
1,127,1,0.984367,positive,en
1,45,1,-0.990315,negative,en
1,121,1,-0.853047,negative,en
1,1034,1,-0.679772,negative,en
1,42,1,0.989484,positive,en
1,450,1,-0.752475,negative,en
1,397,1,0.964212,positive,en
1,198,1,0.999076,positive,en
1,184,1,0.976152,positive,en
1,679,1,-0.425416,negative,en
1,583,1,-0.864791,negative,en
1,1137,1,-0.541099,negative,en
1,109,1,0.959743,positive,en
1,384,1,-0.999121,negative,en
1,935,1,0.91164,positive,en
1,717,1,0.835326,positive,en
1,1513,1,-0.626368,negative,en
1,197,1,0.639331,positive,en
1,607,1,0.776908,positive,en
1,947,1,-0.341324,negative,en
1,679,1,-0.529328,negative,en
1,621,1,-0.908566,negative,en
1,539,1,0.807832,positive,en
1,1334,1,-0.863608,negative,en
1,575,1,0.75329,positive,en
1,103,1,0,neutral,en
1,578,1,-0.990155,negative,en
1,591,1,0.999598,positive,en
1,2052,1,-0.905326,negative,en
1,668,1,-0.898843,negative,en
1,372,1,0.768011,positive,en
1,1552,1,-0.358331,negative,en
1,983,1,-0.993486,negative,en
1,288,1,-0.463286,negative,en
1,1179,1,-0.532645,negative,en
1,367,1,-0.598753,negative,en
1,1078,1,0.846689,positive,en
1,1326,1,-0.514272,negative,en
1,424,1,0.996417,positive,en
1,1354,1,0.449206,positive,en
1,447,1,-0.558861,negative,en
1,642,1,-0.693749,negative,en
1,1629,1,-0.382395,negative,en
1,265,1,-0.91987,negative,en
1,224,1,0.997118,positive,en
1,33,1,0.995866,positive,en
1,62,1,-0.825727,negative,en
1,235,1,-0.855302,negative,en
1,1105,1,-0.5718,negative,en
1,367,1,-0.975731,negative,en
1,249,1,-0.990196,negative,en
1,655,1,0.684142,positive,en
1,463,1,-0.95256,negative,en
1,47,1,-0.837167,negative,en
1,1407,1,-0.893464,negative,en
1,144,1,0.99249,positive,en
1,1338,1,0.490719,positive,en
1,405,1,-0.958949,negative,en
1,1199,1,0.408271,positive,en
1,163,1,0.955653,positive,en
1,96,1,0.818381,positive,en
1,147,1,0.94883,positive,en
1,802,1,-0.757439,negative,en
1,339,1,0.954577,positive,en
1,685,1,0.485074,positive,en
1,871,1,-0.785508,negative,en
1,407,1,-0.97755,negative,en
1,506,1,-0.797057,negative,en
1,143,1,0.939984,positive,en
1,268,1,0.920616,positive,en
1,827,1,-0.983031,negative,en
1,311,1,0.685916,positive,en
1,1980,1,-0.620393,negative,en
1,1002,1,0.44461,positive,en
1,713,1,0.837841,positive,en
1,399,1,0.995172,positive,en
1,857,1,0.754337,positive,en
1,632,1,0.37323,positive,en
1,1062,1,0.789489,positive,en
1,261,1,0.748796,positive,en
1,467,1,0.817571,positive,en
1,1435,1,-0.301072,negative,en
1,739,1,0.834648,positive,en
1,937,1,0.798831,positive,en
1,273,1,0.896028,positive,en
1,272,1,0.996898,positive,en
1,390,1,-0.992523,negative,en
1,1045,1,0.914088,positive,en
1,577,1,0.720591,positive,en
1,825,1,-0.99824,negative,en
1,510,1,-0.38385,negative,en
1,746,1,0.848062,positive,en
1,220,1,0.959103,positive,en
1,159,1,0.998434,positive,en
1,225,1,0.999918,positive,en
1,1057,1,0.638698,positive,en
1,547,1,0.559451,positive,en
1,1363,1,0.993243,positive,en
1,1464,1,-0.580993,negative,en
1,1143,1,-0.607594,negative,en
1,625,1,-0.516576,negative,en
1,303,1,-0.849985,negative,en
1,877,1,0.878638,positive,en
1,93,1,0.998046,positive,en
1,1278,1,0.655426,positive,en
1,956,1,0.76231,positive,en
1,195,1,-0.885867,negative,en
1,1978,1,0.613583,positive,en
1,260,1,0.482249,positive,en
1,519,1,0.998043,positive,en
1,1141,1,0.836642,positive,en
1,765,1,-0.832778,negative,en
1,307,1,-0.999645,negative,en
1,979,1,-0.971974,negative,en
1,575,1,-0.99914,negative,en
1,563,1,-0.653172,negative,en
1,325,1,-0.971797,negative,en
1,1449,1,0.506007,positive,en
1,1537,1,0.673117,positive,en
1,1872,1,-0.481448,negative,en
1,461,1,-0.78512,negative,en
1,272,1,0.94877,positive,en
1,951,1,0.80386,positive,en
1,196,1,0.76588,positive,en
1,935,1,-0.405393,negative,en
1,94,1,-0.946103,negative,en
1,214,1,0.642819,positive,en
1,123,1,0.938383,positive,en
1,1160,1,0.836337,positive,en
1,1219,1,0.393795,positive,en
1,496,1,0.370894,positive,en
1,207,1,0.917452,positive,en
1,204,1,0.992475,positive,en
1,473,1,0.975535,positive,en
1,1238,1,-0.977554,negative,en
1,593,1,-0.985949,negative,en
1,1184,1,0.713892,positive,en
1,450,1,0.923159,positive,en
1,193,1,0.998777,positive,en
1,210,1,-0.889532,negative,en
1,128,1,-0.996137,negative,en
1,588,1,0.416465,positive,en
1,530,1,0.76439,positive,en
1,971,1,0.813808,positive,en
1,354,1,-0.986257,negative,en
1,940,1,-0.888152,negative,en
1,2168,1,-0.762332,negative,en
1,518,1,0.99523,positive,en
1,114,1,0.930534,positive,en
1,975,1,0.967257,positive,en
1,1300,1,0.599091,positive,en
1,995,1,0.577412,positive,en
1,921,1,-0.795854,negative,en
1,294,1,-0.993974,negative,en
1,357,1,0.9991,positive,en
1,450,1,-0.931421,negative,en
1,1020,1,0.318904,positive,en
1,738,1,0.843724,positive,en
1,710,1,-0.718034,negative,en
1,300,1,-0.651858,negative,en
1,284,1,-0.939388,negative,en
1,357,1,0.330891,positive,en
1,533,1,-0.3729,negative,en
1,652,1,0.33644,positive,en
1,339,1,-0.970985,negative,en
1,1996,1,-0.942318,negative,en
1,437,1,0.539305,positive,en
1,1505,1,-0.572862,negative,en
1,1247,1,-0.912605,negative,en
1,422,1,0.990968,positive,en
1,953,1,-0.585697,negative,en
1,888,1,0.424507,positive,en
1,732,1,0.713177,positive,en
1,928,1,-0.84512,negative,en
1,301,1,-0.997193,negative,en
1,256,1,-0.751389,negative,en
1,1299,1,0.943157,positive,en
1,396,1,-0.925184,negative,en
1,636,1,0.710409,positive,en
1,211,1,0.999181,positive,en
1,212,1,0.99994,positive,en
1,279,1,0.978194,positive,en
1,146,1,0.914526,positive,en
1,74,1,0.968427,positive,en
1,411,1,-0.983156,negative,en
1,264,1,0.594818,positive,en
1,272,1,-0.901083,negative,en
1,176,1,0.996746,positive,en
1,467,1,0.971641,positive,en
1,233,1,-0.68457,negative,en
1,1252,1,-0.967899,negative,en
1,586,1,0.915929,positive,en
1,483,1,0.848723,positive,en
1,1215,1,-0.888994,negative,en
1,135,1,-0.877887,negative,en
1,456,1,-0.378936,negative,en
1,388,1,-0.87331,negative,en
1,72,1,0.717205,positive,en
1,294,1,0.636359,positive,en
1,254,1,-0.895212,negative,en
1,533,1,0.978418,positive,en
1,273,1,-0.660026,negative,en
1,589,1,-0.579026,negative,en
1,155,1,0.988742,positive,en
1,24,1,-0.923254,negative,en
1,183,1,-0.58371,negative,en
1,228,1,0.99618,positive,en
1,593,1,0.990452,positive,en
1,143,1,0.989769,positive,en
1,233,1,-0.606472,negative,en
1,920,1,0.646024,positive,en
1,1088,1,-0.784669,negative,en
1,265,1,-0.954955,negative,en
1,1239,1,0.644656,positive,en
1,517,1,0.950034,positive,en
1,703,1,0.444142,positive,en
1,877,1,-0.795472,negative,en
1,240,1,-0.966858,negative,en
1,25,1,0.607801,positive,en
1,72,1,0.991598,positive,en
1,860,1,-0.703606,negative,en
1,430,1,-0.629844,negative,en
1,220,1,0.671661,positive,en
1,662,1,0.373987,positive,en
1,91,1,0.911063,positive,en
1,33,1,-0.996335,negative,en
1,746,1,0.586145,positive,en
1,89,1,-0.991499,negative,en
1,239,1,0.745015,positive,en
1,479,1,0.373756,positive,en
1,1108,1,-0.87788,negative,en
1,680,1,0.934132,positive,en
1,285,1,-0.993971,negative,en
1,236,1,-0.578728,negative,en
1,1268,1,-0.697406,negative,en
1,126,1,-0.984281,negative,en
1,942,1,0.354847,positive,en
1,296,1,-0.930729,negative,en
1,383,1,-0.693832,negative,en
1,760,1,-0.781932,negative,en
1,917,1,-0.533263,negative,en
1,1091,1,-0.782892,negative,en
1,708,1,-0.998399,negative,en
1,495,1,-0.978193,negative,en
1,346,1,0.367537,positive,en
1,283,1,-0.890138,negative,en
1,757,1,0.401912,positive,en
1,948,1,-0.422725,negative,en
1,285,1,-0.707367,negative,en
1,1306,1,-0.901702,negative,en
1,98,1,0.974682,positive,en
1,192,1,0.959675,positive,en
1,1833,1,-0.948927,negative,en
1,391,1,0.999725,positive,en
1,1256,1,0.848703,positive,en
1,432,1,-0.924654,negative,en
1,195,1,-0.97573,negative,en
1,354,1,-0.930296,negative,en
1,1178,1,-0.740202,negative,en
1,758,1,-0.974984,negative,en
1,358,1,0.988401,positive,en
1,522,1,0.452283,positive,en
1,324,1,0.969952,positive,en
1,925,1,0.917577,positive,en
1,893,1,-0.371012,negative,en
1,439,1,0.959104,positive,en
1,564,1,-0.636907,negative,en
1,467,1,-0.982016,negative,en
1,586,1,-0.777356,negative,en
1,139,1,-0.695849,negative,en
1,1358,1,0.425282,positive,en
1,40,1,0.963226,positive,en
1,1086,1,0.698296,positive,en
1,724,1,-0.621912,negative,en
1,569,1,0.999999,positive,en
1,144,1,-0.997274,negative,en
1,1514,1,-0.566873,negative,en
1,898,1,0.32061,positive,en
1,809,1,0.325349,positive,en
1,46,1,0.951292,positive,en
1,1637,1,-0.633467,negative,en
1,1743,1,-0.690982,negative,en
1,104,1,-0.792908,negative,en
1,24,1,-0.918191,negative,en
1,508,1,0.880729,positive,en
1,257,1,0.969823,positive,en
1,292,1,0.988962,positive,en
1,542,1,0.797177,positive,en
1,1341,1,-0.788033,negative,en
1,169,1,-0.937903,negative,en
1,1625,1,-0.932956,negative,en
1,167,1,-0.734621,negative,en
1,385,1,-0.97324,negative,en
1,457,1,0.9937,positive,en
1,258,1,0.909692,positive,en
1,455,1,0.533671,positive,en
1,70,1,-0.696494,negative,en
1,165,1,0.985849,positive,en
1,749,1,0.574194,positive,en
1,356,1,0.99884,positive,en
1,421,1,0.730532,positive,en
1,183,1,-0.933736,negative,en
1,382,1,-0.30686,negative,en
1,1577,1,0.32543,positive,en
1,524,1,-0.964275,negative,en
1,265,1,-0.996399,negative,en
1,366,1,-0.724049,negative,en
1,652,1,-0.965986,negative,en
1,479,1,-0.978004,negative,en
1,230,1,-0.959896,negative,en
1,56,1,-0.520798,negative,en
1,469,1,0.807199,positive,en
1,271,1,0.60734,positive,en
1,1543,1,-0.368744,negative,en
1,667,1,0.998373,positive,en
1,762,1,-0.786218,negative,en
1,1007,1,0.853476,positive,en
1,784,1,-0.660479,negative,en
1,767,1,0.677859,positive,en
1,1109,1,0.594876,positive,en
1,1106,1,-0.860609,negative,en
1,575,1,0.994164,positive,en
1,1785,1,-0.824245,negative,en
1,2072,1,-0.680637,negative,en
1,428,1,-0.842332,negative,en
1,807,1,-0.831246,negative,en
1,898,1,-0.474066,negative,en
1,352,1,-0.809855,negative,en
1,486,1,0.374722,positive,en
1,1261,1,-0.405954,negative,en
1,434,1,0.967314,positive,en
1,1026,1,-0.61473,negative,en
1,209,1,0.928764,positive,en
1,1183,1,0.73879,positive,en
1,272,1,0.347889,positive,en
1,466,1,0.408423,positive,en
1,550,1,-0.890673,negative,en
1,375,1,0.595003,positive,en
1,256,1,0.892982,positive,en
1,631,1,0.986615,positive,en
1,71,1,0.883034,positive,en
1,369,1,-0.9544,negative,en
1,260,1,-0.728322,negative,en
1,642,1,0.43813,positive,en
1,2033,1,0.807231,positive,en
1,304,1,-0.764278,negative,en
1,1082,1,-0.813131,negative,en
1,1001,1,0.485983,positive,en
1,260,1,0.996915,positive,en
1,1055,1,-0.811021,negative,en
1,266,1,-0.868296,negative,en
1,284,1,0.694013,positive,en
1,1162,1,-0.823103,negative,en
1,184,1,-0.984483,negative,en
1,164,1,-0.991528,negative,en
1,267,1,0.958886,positive,en
1,531,1,-0.887428,negative,en
1,705,1,-0.632869,negative,en
1,872,1,-0.751895,negative,en
1,1101,1,-0.42297,negative,en
1,385,1,0.796219,positive,en
1,383,1,-0.995617,negative,en
1,220,1,0.542471,positive,en
1,1268,1,0.446493,positive,en
1,200,1,0.883312,positive,en
1,166,1,0.478082,positive,en
1,643,1,-0.85321,negative,en
1,1389,1,-0.947595,negative,en
1,1051,1,0.987652,positive,en
1,665,1,0.860962,positive,en
1,337,1,-0.472211,negative,en
1,996,1,-0.945514,negative,en
1,47,1,-0.871575,negative,en
1,809,1,0.485306,positive,en
1,1318,1,-0.453058,negative,en
1,809,1,-0.32297,negative,en
1,283,1,0.550524,positive,en
1,53,1,0,neutral,en
1,188,1,0.999,positive,en
1,1295,1,0.334894,positive,en
1,45,1,-0.380592,negative,en
1,181,1,-0.94142,negative,en
1,456,1,0.79092,positive,en
1,586,1,-0.801487,negative,en
1,134,1,0.690681,positive,en
1,75,1,0,neutral,en
1,357,1,-0.86266,negative,en
1,316,1,-0.997901,negative,en
1,185,1,-0.277832,negative,en
1,842,1,0.906799,positive,en
1,571,1,0.310141,positive,en
1,855,1,-0.963562,negative,en
1,327,1,0.511108,positive,en
1,843,1,-0.46403,negative,en
1,1000,1,-0.33757,negative,en
1,563,1,-0.465557,negative,en
1,623,1,0.769773,positive,en
1,459,1,0.990777,positive,en
1,139,1,-0.737119,negative,en
1,597,1,0.999415,positive,en
1,341,1,-0.898575,negative,en
1,140,1,0.994867,positive,en
1,602,1,0.969373,positive,en
1,599,1,0.643171,positive,en
1,235,1,0.990084,positive,en
1,90,1,0.992375,positive,en
1,220,1,-0.83046,negative,en
1,435,1,0.54986,positive,en
1,923,1,0.989237,positive,en
1,2258,1,-0.603771,negative,en
1,108,1,0.984382,positive,en
1,129,1,0.953045,positive,en
1,1264,1,-0.920509,negative,en
1,393,1,0.612719,positive,en
1,327,1,0.999878,positive,en
1,949,1,-0.670657,negative,en
1,347,1,-0.42226,negative,en
1,1229,1,0.602332,positive,en
1,1196,1,-0.622066,negative,en
1,767,1,-0.809253,negative,en
1,284,1,0.986046,positive,en
1,314,1,0.97851,positive,en
1,349,1,0.501243,positive,en
1,1231,1,-0.940027,negative,en
1,1042,1,-0.935128,negative,en
1,465,1,-0.631091,negative,en
1,341,1,-0.826692,negative,en
1,450,1,0.844565,positive,en
1,473,1,-0.662556,negative,en
1,408,1,-0.959216,negative,en
1,1074,1,0.573413,positive,en
1,1280,1,-0.731889,negative,en
1,131,1,0.867225,positive,en
1,598,1,-0.868003,negative,en
1,219,1,-0.541471,negative,en
1,748,1,0.974253,positive,en
1,1043,1,-0.45731,negative,en
1,1328,1,-0.803155,negative,en
1,1804,1,-0.705692,negative,en
1,215,1,-0.972821,negative,en
1,311,1,-0.718973,negative,en
1,777,1,0.32823,positive,en
1,441,1,0.979133,positive,en
1,503,1,-0.883818,negative,en
1,265,1,-0.712,negative,en
1,1065,1,-0.681453,negative,en
1,521,1,0.999105,positive,en
1,1393,1,0.499073,positive,en
1,370,1,0.991801,positive,en
1,813,1,-0.923589,negative,en
1,316,1,-0.993775,negative,en
1,826,1,0.417914,positive,en
1,26,1,0.905577,positive,en
1,911,1,0.407069,positive,en
1,180,1,-0.969398,negative,en
1,834,1,0.710243,positive,en
1,182,1,-0.888787,negative,en
1,259,1,0.659066,positive,en
1,173,1,-0.975004,negative,en
1,1708,1,0.670477,positive,en
1,412,1,0.878568,positive,en
1,107,1,-0.907149,negative,en
1,889,1,-0.648084,negative,en
1,721,1,-0.956245,negative,en
1,256,1,-0.417003,negative,en
1,870,1,0.365051,positive,en
1,93,1,0.979956,positive,en
1,1223,1,-0.661649,negative,en
1,1380,1,-0.882687,negative,en
1,215,1,-0.882115,negative,en
1,1012,1,0.804086,positive,en
1,1063,1,0.339279,positive,en
1,334,1,-0.820817,negative,en
1,435,1,0.860354,positive,en
1,59,1,0.780412,positive,en
1,488,1,0.742765,positive,en
1,540,1,0.986715,positive,en
1,881,1,-0.395921,negative,en
1,1305,1,0.603687,positive,en
1,189,1,-0.50611,negative,en
1,251,1,0.593856,positive,en
1,101,1,-0.907086,negative,en
1,162,1,0.999177,positive,en
1,300,1,-0.586025,negative,en
1,531,1,-0.946411,negative,en
1,2478,1,-0.724491,negative,en
1,438,1,0.999222,positive,en
1,150,1,-0.831765,negative,en
1,475,1,-0.992552,negative,en
1,550,1,-0.951738,negative,en
1,721,1,0.996157,positive,en
1,1061,1,-0.890395,negative,en
1,344,1,0.356413,positive,en
1,886,1,-0.976084,negative,en
1,151,1,0.809731,positive,en
1,837,1,0.446404,positive,en
1,629,1,-0.726524,negative,en
1,1359,1,-0.646253,negative,en
1,1412,1,-0.494981,negative,en
1,1003,1,0.330928,positive,en
1,372,1,0.881528,positive,en
1,74,1,-0.988397,negative,en
1,292,1,0.998691,positive,en
1,202,1,-0.764926,negative,en
1,259,1,-0.998561,negative,en
1,531,1,0.995573,positive,en
1,491,1,-0.596292,negative,en
1,359,1,0.718172,positive,en
1,349,1,0.656776,positive,en
1,633,1,0.47124,positive,en
1,218,1,0.502363,positive,en
1,384,1,-0.972405,negative,en
1,481,1,-0.985074,negative,en
1,377,1,0.375974,positive,en
1,664,1,0.606869,positive,en
1,187,1,0.960476,positive,en
1,1304,1,0.346523,positive,en
1,688,1,-0.998001,negative,en
1,186,1,-0.836174,negative,en
1,868,1,0.582583,positive,en
1,862,1,0.850813,positive,en
1,299,1,0.998841,positive,en
1,184,1,-0.729436,negative,en
1,1363,1,0.486092,positive,en
1,372,1,-0.983433,negative,en
1,969,1,-0.901923,negative,en
1,438,1,-0.98344,negative,en
1,123,1,0.979415,positive,en
1,1021,1,0.933202,positive,en
1,791,1,0.968172,positive,en
1,320,1,0.998642,positive,en
1,531,1,-0.979065,negative,en
1,361,1,0.587964,positive,en
1,80,1,0.950493,positive,en
1,1111,1,-0.725109,negative,en
1,247,1,-0.997575,negative,en
1,230,1,-0.805158,negative,en
1,504,1,-0.743977,negative,en
1,321,1,-0.410579,negative,en
1,1092,1,0.549425,positive,en
1,558,1,0.912182,positive,en
1,283,1,0.668529,positive,en
1,141,1,0.984345,positive,en
1,1363,1,-0.923081,negative,en
1,802,1,-0.340956,negative,en
1,177,1,0.829604,positive,en
1,446,1,-0.957999,negative,en
1,964,1,-0.296054,negative,en
1,401,1,-0.990717,negative,en
1,2506,1,-0.424472,negative,en
1,958,1,-0.499177,negative,en
1,649,1,-0.331403,negative,en
1,1241,1,0.789465,positive,en
1,296,1,0.932143,positive,en
1,143,1,-0.392075,negative,en
1,590,1,0.64917,positive,en
1,736,1,0.8237,positive,en
1,1009,1,0.919862,positive,en
1,1081,1,-0.844836,negative,en
1,475,1,0.999748,positive,en
1,605,1,0.979328,positive,en
1,132,1,-0.864227,negative,en
1,769,1,0.931229,positive,en
1,1005,1,-0.512561,negative,en
1,719,1,0.423943,positive,en
1,1948,1,-0.953944,negative,en
1,503,1,-0.950541,negative,en
1,1530,1,-0.795956,negative,en
1,504,1,0.867238,positive,en
1,172,1,-0.955563,negative,en
1,88,1,-0.994489,negative,en
1,529,1,-0.994567,negative,en
1,1230,1,-0.601691,negative,en
1,436,1,-0.998102,negative,en
1,656,1,-0.850804,negative,en
1,660,1,0.784625,positive,en
1,137,1,-0.989152,negative,en
1,237,1,-0.717177,negative,en
1,193,1,-0.958208,negative,en
1,254,1,-0.753288,negative,en
1,830,1,0.648312,positive,en
1,356,1,-0.840606,negative,en
1,45,1,0,neutral,en
1,1384,1,0.870775,positive,en
1,340,1,0.99975,positive,en
1,479,1,-0.656721,negative,en
1,721,1,-0.88831,negative,en
1,300,1,-0.870776,negative,en
1,745,1,-0.848376,negative,en
1,242,1,-0.986491,negative,en
1,232,1,0.826472,positive,en
1,484,1,-0.565511,negative,en
1,1559,1,-0.782589,negative,en
1,430,1,-0.83899,negative,en
1,244,1,0.990154,positive,en
1,380,1,-0.795179,negative,en
1,514,1,-0.591236,negative,en
1,349,1,-0.947161,negative,en
1,463,1,-0.993157,negative,en
1,837,1,0.731201,positive,en
1,1087,1,0.964739,positive,en
1,86,1,-0.900951,negative,en
1,585,1,0.840946,positive,en
1,162,1,0.448243,positive,en
1,466,1,0.577335,positive,en
1,746,1,0.44175,positive,en
1,224,1,0.96336,positive,en
1,930,1,-0.427974,negative,en
1,769,1,0.505267,positive,en
1,99,1,-0.581623,negative,en
1,736,1,-0.849971,negative,en
1,241,1,-0.824553,negative,en
1,799,1,-0.654727,negative,en
1,1460,1,0.392071,positive,en
1,1055,1,0.957492,positive,en
1,144,1,-0.899439,negative,en
1,424,1,0.764839,positive,en
1,142,1,0.974007,positive,en
1,151,1,0.993405,positive,en
1,424,1,0.983638,positive,en
1,1865,1,0.765364,positive,en
1,1635,1,0.633114,positive,en
