usage/text_units,usage/text_characters,usage/features,sentiment/document/score,sentiment/document/label,language
1,115,1,-0.997294,negative,en
1,130,1,-0.808262,negative,en
1,213,1,-0.984857,negative,en
1,458,1,-0.977913,negative,en
1,214,1,-0.975488,negative,en
1,439,1,0.940671,positive,en
1,913,1,0.618208,positive,en
1,562,1,-0.692951,negative,en
1,117,1,-0.693266,negative,en
1,777,1,0.960306,positive,en
1,379,1,-0.824183,negative,en
1,198,1,0.998541,positive,en
1,389,1,-0.825355,negative,en
1,131,1,0.701662,positive,en
1,169,1,-0.986205,negative,en
1,200,1,0.974126,positive,en
1,463,1,-0.966218,negative,en
1,465,1,-0.825562,negative,en
1,708,1,-0.276741,negative,en
1,265,1,-0.421071,negative,en
1,834,1,0.739835,positive,en
1,898,1,-0.787785,negative,en
1,328,1,-0.723976,negative,en
1,690,1,0.922462,positive,en
1,677,1,-0.94108,negative,en
1,125,1,0.697607,positive,en
1,121,1,0.966027,positive,en
1,148,1,0,neutral,en
1,367,1,-0.296801,negative,en
1,361,1,0.536921,positive,en
1,388,1,0.741393,positive,en
1,342,1,-0.956108,negative,en
1,205,1,0.893517,positive,en
1,521,1,0.92704,positive,en
1,608,1,0.782343,positive,en
1,136,1,0.953464,positive,en
1,386,1,-0.43426,negative,en
1,434,1,0.926546,positive,en
1,275,1,0.716726,positive,en
1,365,1,-0.868259,negative,en
1,180,1,0.865745,positive,en
1,433,1,-0.856017,negative,en
1,109,1,-0.834598,negative,en
1,281,1,0.99544,positive,en
1,324,1,0.905292,positive,en
1,129,1,0.85092,positive,en
1,110,1,-0.985943,negative,en
1,238,1,0.994084,positive,en
1,122,1,0.954417,positive,en
1,198,1,-0.559585,negative,en
1,249,1,-0.431185,negative,en
1,259,1,-0.55422,negative,en
1,275,1,0.676658,positive,es
1,334,1,0.935591,positive,en
1,825,1,-0.922332,negative,en
1,140,1,0.806892,positive,en
1,887,1,-0.897495,negative,en
1,267,1,-0.365172,negative,en
1,328,1,0.99184,positive,en
1,215,1,0.728033,positive,en
1,355,1,0.857283,positive,en
1,176,1,0.985672,positive,en
1,309,1,-0.872979,negative,en
1,330,1,-0.769706,negative,en
1,95,1,0.965701,positive,en
1,111,1,0.881971,positive,en
1,732,1,-0.533411,negative,en
1,275,1,-0.68481,negative,en
1,269,1,0.999731,positive,en
1,352,1,-0.362684,negative,en
1,421,1,-0.774428,negative,en
1,331,1,0.985374,positive,en
1,266,1,-0.85456,negative,en
1,163,1,0.993736,positive,en
1,125,1,-0.947096,negative,en
1,172,1,0.891878,positive,en
1,123,1,-0.977468,negative,en
1,323,1,0.478529,positive,en
1,483,1,-0.830987,negative,en
1,319,1,0.688276,positive,en
1,323,1,-0.675777,negative,en
1,397,1,-0.547931,negative,en
1,180,1,-0.991171,negative,en
1,403,1,-0.960594,negative,en
1,937,1,-0.298833,negative,en
1,331,1,0.869327,positive,en
1,392,1,-0.754126,negative,en
1,107,1,0.97457,positive,en
1,310,1,0.889295,positive,en
1,471,1,0.866371,positive,en
1,436,1,-0.642185,negative,en
1,316,1,-0.986238,negative,en
1,224,1,-0.851426,negative,en
1,896,1,-0.858283,negative,en
1,252,1,-0.824875,negative,en
1,229,1,0.879698,positive,en
1,583,1,-0.600924,negative,en
1,134,1,-0.988562,negative,en
1,479,1,0.9662,positive,en
1,516,1,0.533417,positive,en
1,281,1,-0.47064,negative,en
1,372,1,-0.43989,negative,en
1,271,1,-0.999756,negative,en
1,290,1,0.699433,positive,en
1,205,1,0.988571,positive,en
1,130,1,-0.971924,negative,en
1,779,1,0.899059,positive,en
1,481,1,-0.660269,negative,en
1,333,1,-0.688791,negative,en
1,338,1,0.639469,positive,en
1,548,1,-0.869455,negative,en
1,728,1,0.458592,positive,en
1,376,1,0.651424,positive,en
1,460,1,0.433531,positive,en
1,226,1,-0.700098,negative,en
1,206,1,0.459581,positive,en
1,243,1,0.871344,positive,en
1,351,1,0.38888,positive,en
1,676,1,0.76897,positive,en
1,148,1,0.821867,positive,en
1,162,1,0.97552,positive,en
1,643,1,0.945613,positive,en
1,650,1,-0.972709,negative,en
1,415,1,0.432329,positive,en
1,597,1,-0.873837,negative,en
1,783,1,-0.674008,negative,en
1,415,1,-0.845244,negative,en
1,293,1,0.83187,positive,en
1,488,1,0.392132,positive,en
1,239,1,0.999055,positive,en
1,296,1,-0.805788,negative,en
1,270,1,-0.430718,negative,en
1,234,1,-0.711954,negative,en
1,420,1,-0.771412,negative,en
1,131,1,0.87366,positive,en
1,576,1,-0.970851,negative,en
1,672,1,0.437391,positive,en
1,352,1,0.944151,positive,en
1,118,1,-0.90367,negative,en
1,643,1,-0.873752,negative,en
1,447,1,0.729926,positive,en
1,126,1,-0.976755,negative,en
1,261,1,0.802168,positive,en
1,265,1,-0.970503,negative,en
1,625,1,-0.90558,negative,en
1,623,1,-0.610796,negative,en
1,594,1,0.977159,positive,en
1,897,1,-0.743603,negative,en
1,905,1,-0.883148,negative,en
1,570,1,-0.89516,negative,en
1,395,1,0.417333,positive,en
1,469,1,0.993613,positive,en
1,146,1,-0.973858,negative,en
1,238,1,-0.995626,negative,en
1,149,1,0.567176,positive,en
1,459,1,-0.379694,negative,en
1,142,1,0.940655,positive,en
1,240,1,0.515371,positive,en
1,375,1,-0.770815,negative,en
1,386,1,-0.589914,negative,en
1,198,1,0.999873,positive,en
1,486,1,0.921201,positive,en
1,269,1,-0.39918,negative,en
1,433,1,0.547797,positive,en
1,722,1,0.914166,positive,en
1,854,1,0,neutral,en
1,257,1,0.744666,positive,en
1,103,1,-0.806574,negative,en
1,144,1,-0.340523,negative,en
1,397,1,0.512777,positive,en
1,267,1,-0.999564,negative,en
1,161,1,0.716357,positive,en
1,521,1,-0.854126,negative,en
1,501,1,-0.850398,negative,en
1,263,1,-0.608561,negative,en
1,103,1,0.936719,positive,en
1,105,1,-0.883301,negative,en
1,206,1,-0.900004,negative,en
1,428,1,-0.948158,negative,en
1,395,1,-0.485591,negative,en
1,122,1,-0.983491,negative,en
1,25,1,0.947256,positive,en
1,129,1,-0.595062,negative,en
1,969,1,-0.802811,negative,en
1,743,1,0.832103,positive,en
1,341,1,0.392092,positive,en
1,212,1,-0.916674,negative,en
1,302,1,-0.974583,negative,en
1,555,1,0.602365,positive,en
1,361,1,0.738647,positive,en
1,204,1,-0.991569,negative,en
1,426,1,-0.89502,negative,en
1,547,1,-0.902083,negative,en
1,191,1,-0.947394,negative,en
1,194,1,0.999999,positive,en
1,601,1,-0.892968,negative,en
1,364,1,-0.999989,negative,en
1,134,1,-0.988868,negative,en
1,230,1,0.925264,positive,en
1,174,1,-0.973276,negative,en
1,147,1,0.892618,positive,en
1,419,1,-0.98236,negative,en
1,875,1,-0.886258,negative,en
1,282,1,-0.980186,negative,en
1,208,1,-0.849503,negative,en
1,473,1,-0.944601,negative,en
1,481,1,-0.915059,negative,en
1,454,1,0.870557,positive,en
1,180,1,0.974565,positive,en
1,440,1,-0.840302,negative,en
1,637,1,-0.824919,negative,en
1,314,1,-0.988439,negative,en
1,431,1,0.599744,positive,en
1,118,1,-0.764704,negative,en
1,308,1,-0.644434,negative,en
1,630,1,0.914898,positive,en
1,182,1,-0.618036,negative,en
1,457,1,0.917445,positive,en
1,140,1,-0.40521,negative,en
1,861,1,-0.362191,negative,en
1,265,1,0.752392,positive,en
1,428,1,-0.872544,negative,en
1,465,1,0.97209,positive,en
1,292,1,-0.942462,negative,en
1,864,1,-0.543727,negative,en
1,634,1,0.998702,positive,en
1,214,1,-0.963217,negative,en
1,915,1,0.581056,positive,en
1,253,1,-0.339635,negative,en
1,211,1,-0.910158,negative,en
1,308,1,-0.280708,negative,en
1,202,1,0.993469,positive,en
1,524,1,0,neutral,en
1,576,1,-0.394051,negative,en
1,797,1,0.338352,positive,en
1,451,1,0.813451,positive,en
1,848,1,0.784063,positive,en
1,517,1,-0.746042,negative,en
1,105,1,0.994642,positive,en
1,154,1,0,neutral,en
1,538,1,-0.555649,negative,en
1,351,1,-0.983667,negative,en
1,371,1,-0.31634,negative,en
1,856,1,-0.376544,negative,en
1,227,1,0.70112,positive,en
1,793,1,-0.349795,negative,en
1,877,1,0.611335,positive,en
1,526,1,0.89133,positive,en
1,208,1,-0.602343,negative,en
1,502,1,0.912304,positive,en
1,283,1,0.790029,positive,en
1,265,1,0.994932,positive,en
1,554,1,-0.333576,negative,en
1,912,1,-0.355687,negative,en
1,410,1,0.764384,positive,en
1,93,1,0.999315,positive,en
1,525,1,-0.700778,negative,en
1,373,1,0.999166,positive,en
1,415,1,-0.332034,negative,en
1,804,1,0.489953,positive,en
1,262,1,0.644482,positive,en
1,745,1,0.943884,positive,en
1,469,1,-0.314931,negative,en
1,88,1,0.955308,positive,en
1,423,1,0.554285,positive,en
1,321,1,0.951775,positive,en
1,95,1,0.792116,positive,en
1,148,1,0.781952,positive,en
1,589,1,0.497082,positive,en
1,135,1,0.919446,positive,en
1,121,1,0.991757,positive,en
1,577,1,-0.997946,negative,en
1,708,1,0.64861,positive,en
1,504,1,-0.652899,negative,en
1,783,1,0.421329,positive,en
1,163,1,-0.832866,negative,en
1,112,1,0.656288,positive,en
1,250,1,0.999357,positive,en
1,209,1,0.682349,positive,en
1,138,1,0.58031,positive,en
1,238,1,-0.867899,negative,en
1,321,1,0.434735,positive,en
1,268,1,-0.387886,negative,en
1,374,1,-0.396179,negative,en
1,186,1,0.993693,positive,en
1,369,1,-0.378347,negative,en
1,120,1,0.806375,positive,en
1,461,1,-0.999383,negative,en
1,506,1,-0.754138,negative,en
1,670,1,0.861367,positive,en
1,358,1,-0.977541,negative,en
1,121,1,-0.876017,negative,en
1,540,1,0.967925,positive,en
1,737,1,-0.668633,negative,en
1,430,1,0.972285,positive,en
1,303,1,0.907298,positive,en
1,141,1,-0.980202,negative,en
1,165,1,0.988533,positive,en
1,541,1,-0.876063,negative,en
1,842,1,0.884207,positive,en
1,490,1,-0.867837,negative,en
1,173,1,-0.851638,negative,en
1,513,1,-0.918573,negative,en
1,507,1,-0.885753,negative,en
1,489,1,0.91052,positive,en
1,311,1,0.863788,positive,en
1,543,1,-0.552722,negative,en
1,834,1,0.592258,positive,en
1,658,1,0.919481,positive,en
1,270,1,0.605288,positive,en
1,427,1,0.83003,positive,en
1,228,1,0.655836,positive,en
1,211,1,-0.370773,negative,en
1,218,1,0.997479,positive,en
1,209,1,-0.378284,negative,en
1,496,1,0.639671,positive,en
1,788,1,-0.344205,negative,en
1,390,1,-0.50182,negative,en
1,359,1,0.724499,positive,en
1,160,1,0.863913,positive,en
1,741,1,0.975109,positive,en
1,886,1,-0.940452,negative,en
1,177,1,-0.501883,negative,en
1,686,1,0.323368,positive,en
1,336,1,-0.52905,negative,en
1,621,1,-0.747982,negative,en
1,476,1,-0.91783,negative,en
1,114,1,-0.906767,negative,en
1,171,1,0.87977,positive,en
1,360,1,0.795752,positive,en
1,571,1,-0.664356,negative,en
1,317,1,-0.830366,negative,en
1,321,1,-0.870985,negative,en
1,194,1,-0.973054,negative,en
1,628,1,-0.48207,negative,en
1,541,1,-0.654248,negative,en
1,193,1,0.967492,positive,en
1,544,1,0.993039,positive,en
1,819,1,-0.527114,negative,en
1,844,1,-0.443654,negative,en
1,491,1,-0.9641,negative,en
1,570,1,-0.707454,negative,en
1,638,1,0.846065,positive,en
1,890,1,-0.665166,negative,en
1,645,1,0.443775,positive,en
1,189,1,-0.992382,negative,en
1,486,1,0.97807,positive,en
1,674,1,-0.53542,negative,en
1,146,1,0.888608,positive,en
1,489,1,0.874725,positive,en
1,299,1,-0.985774,negative,en
1,226,1,-0.96239,negative,en
1,876,1,0.939332,positive,en
1,260,1,-0.651385,negative,en
1,435,1,-0.625591,negative,en
1,471,1,-0.998623,negative,en
1,294,1,-0.920667,negative,en
1,533,1,0.538499,positive,en
1,396,1,0.676596,positive,en
1,166,1,0.975802,positive,en
1,526,1,-0.481253,negative,en
1,477,1,-0.77752,negative,en
1,70,1,-0.941562,negative,en
1,890,1,0.38338,positive,en
1,193,1,-0.985808,negative,en
1,188,1,0.932807,positive,en
1,603,1,0.577392,positive,en
1,817,1,0.993589,positive,en
1,217,1,0.975835,positive,en
1,122,1,0.89914,positive,en
1,482,1,0.874749,positive,en
1,265,1,-0.790234,negative,en
1,350,1,-0.928464,negative,en
1,199,1,0.392884,positive,en
1,259,1,-0.927143,negative,en
1,501,1,-0.989189,negative,en
1,687,1,-0.875806,negative,en
1,538,1,0.919621,positive,en
1,369,1,-0.65033,negative,en
1,323,1,0.992819,positive,en
1,401,1,0.447119,positive,en
1,915,1,0.623819,positive,en
1,543,1,-0.804595,negative,en
1,419,1,-0.352311,negative,en
1,531,1,-0.361246,negative,en
1,203,1,0.965723,positive,en
1,874,1,0.596712,positive,en
1,168,1,-0.799668,negative,en
1,667,1,-0.868085,negative,en
1,175,1,0.912716,positive,en
1,171,1,-0.460053,negative,en
1,534,1,-0.960936,negative,en
1,610,1,-0.972765,negative,en
1,396,1,-0.835533,negative,en
1,118,1,-0.894831,negative,en
1,305,1,-0.947806,negative,en
1,117,1,-0.996061,negative,en
1,615,1,-0.761839,negative,en
1,272,1,0.999276,positive,en
1,396,1,-0.368801,negative,en
1,94,1,0.972304,positive,en
1,126,1,0.879726,positive,en
1,328,1,-0.607082,negative,en
1,269,1,-0.904798,negative,en
1,131,1,-0.969717,negative,en
1,160,1,-0.474881,negative,en
1,425,1,-0.975706,negative,en
1,584,1,0.575984,positive,en
1,252,1,0.458657,positive,en
1,712,1,-0.904359,negative,en
1,229,1,0.967718,positive,en
1,291,1,0.44063,positive,en
1,193,1,-0.988127,negative,en
1,199,1,-0.996615,negative,en
1,140,1,0.463429,positive,en
1,222,1,0.999868,positive,en
1,176,1,0.963831,positive,en
1,133,1,0.995426,positive,en
1,200,1,-0.674667,negative,en
1,313,1,0.926742,positive,en
1,432,1,-0.649038,negative,en
1,917,1,0.576226,positive,en
1,631,1,0.304037,positive,en
1,335,1,-0.62978,negative,en
1,257,1,0.995052,positive,en
1,342,1,-0.421672,negative,en
1,500,1,0,neutral,en
1,176,1,0,neutral,en
1,334,1,-0.581429,negative,en
1,150,1,-0.980032,negative,en
1,130,1,0.511637,positive,en
1,515,1,0.396348,positive,en
1,588,1,-0.986049,negative,en
1,138,1,0.881774,positive,en
1,558,1,0.986789,positive,en
1,627,1,-0.513913,negative,en
1,352,1,-0.859262,negative,en
1,360,1,-0.998893,negative,en
1,647,1,-0.644743,negative,en
1,306,1,0.400002,positive,en
