usage/text_units,usage/text_characters,usage/features,sentiment/document/score,sentiment/document/label,language
1,83,1,-0.79101,negative,en
1,124,1,-0.940694,negative,en
1,53,1,-0.845759,negative,en
1,34,1,-0.988639,negative,en
1,55,1,0.996445,positive,en
1,78,1,0.965756,positive,en
1,118,1,-0.581152,negative,en
1,131,1,-0.643659,negative,en
1,85,1,-0.683195,negative,en
1,36,1,-0.961071,negative,en
1,17,1,0.581844,positive,en
1,109,1,-0.736364,negative,en
1,63,1,0.991254,positive,en
1,72,1,-0.999398,negative,en
1,41,1,0.972294,positive,en
1,22,1,0.994685,positive,en
1,34,1,0.987833,positive,en
1,61,1,-0.932835,negative,en
1,113,1,0.899317,positive,en
1,78,1,-0.641251,negative,en
1,21,1,0.954805,positive,en
1,28,1,-0.37003,negative,en
1,19,1,-0.826361,negative,en
1,18,1,0,neutral,en
1,20,1,0.632722,positive,en
1,15,1,-0.93333,negative,en
1,49,1,0.96939,positive,en
1,144,1,0.94212,positive,en
1,87,1,0.966726,positive,en
1,52,1,0.407903,positive,en
1,110,1,0.992422,positive,en
1,53,1,0.785993,positive,en
1,54,1,0.935463,positive,en
1,89,1,0.999548,positive,en
1,52,1,0.990082,positive,en
1,55,1,0.626038,positive,en
1,87,1,-0.893836,negative,en
1,76,1,0.996723,positive,en
1,21,1,0.965586,positive,en
1,11,1,0.783679,positive,en
1,12,1,0,neutral,en
1,19,1,-0.895095,negative,en
1,25,1,-0.307326,negative,en
1,44,1,-0.874171,negative,en
1,105,1,-0.837571,negative,en
1,124,1,-0.862007,negative,en
1,60,1,-0.973377,negative,en
1,46,1,0.949478,positive,en
1,137,1,0.814326,positive,en
1,108,1,0.525357,positive,en
1,49,1,-0.931763,negative,en
1,121,1,-0.992142,negative,en
1,36,1,0.976414,positive,en
1,16,1,-0.741593,negative,en
1,93,1,0.533818,positive,en
1,50,1,-0.992603,negative,en
1,21,1,0.968715,positive,fr
1,136,1,0.951401,positive,en
1,22,1,-0.886659,negative,en
1,78,1,0.996173,positive,en
1,102,1,0.456577,positive,en
1,38,1,0.971281,positive,en
1,47,1,0.916518,positive,en
1,118,1,-0.430157,negative,en
1,71,1,0.956381,positive,en
1,10,1,0,neutral,en
1,61,1,-0.551874,negative,en
1,84,1,-0.982458,negative,en
1,70,1,0.845646,positive,en
1,86,1,-0.509288,negative,en
1,62,1,0.773462,positive,en
1,81,1,-0.959297,negative,en
1,116,1,-0.877539,negative,en
1,22,1,-0.255333,negative,en
1,76,1,-0.897568,negative,en
1,86,1,0.603487,positive,en
1,46,1,0.940087,positive,en
1,40,1,-0.995516,negative,en
1,43,1,-0.942873,negative,en
1,42,1,0.976946,positive,en
1,51,1,0.947196,positive,en
1,108,1,0.981698,positive,en
1,124,1,0.962357,positive,en
1,18,1,0.969732,positive,en
1,97,1,-0.998246,negative,en
1,62,1,-0.962923,negative,en
1,24,1,0,neutral,en
1,43,1,0.893394,positive,en
1,17,1,-0.807235,negative,en
1,42,1,0.378457,positive,en
1,79,1,0.964473,positive,en
1,49,1,0.354571,positive,en
1,29,1,-0.922975,negative,en
1,20,1,-0.768136,negative,en
1,112,1,-0.956197,negative,en
1,119,1,-0.675736,negative,en
1,32,1,0.886743,positive,en
1,70,1,-0.458831,negative,en
1,126,1,0.998794,positive,en
1,97,1,-0.908858,negative,en
1,43,1,0,neutral,en
1,70,1,0.653434,positive,en
1,79,1,0.392784,positive,en
1,72,1,-0.732808,negative,en
1,129,1,-0.982919,negative,en
1,113,1,-0.777904,negative,en
1,36,1,-0.947942,negative,en
1,20,1,0,neutral,en
1,97,1,0.877626,positive,en
1,68,1,0.938851,positive,en
1,80,1,-0.89333,negative,en
1,17,1,0.93207,positive,en
1,45,1,0,neutral,en
1,114,1,0.876081,positive,en
1,47,1,0.945925,positive,en
1,36,1,0.974755,positive,en
1,50,1,-0.937325,negative,en
1,92,1,0.866648,positive,en
1,96,1,0.754928,positive,en
1,44,1,0.97591,positive,en
1,39,1,-0.646025,negative,en
1,49,1,-0.902142,negative,en
1,19,1,0.977074,positive,en
1,21,1,0.754793,positive,en
1,92,1,0.948981,positive,en
1,37,1,0.922009,positive,en
1,24,1,-0.790068,negative,en
1,17,1,0.962115,positive,en
1,32,1,0.953222,positive,en
1,20,1,0.952783,positive,en
1,91,1,-0.753757,negative,en
1,25,1,-0.981477,negative,en
1,41,1,-0.531837,negative,en
1,75,1,0,neutral,en
1,136,1,-0.879975,negative,en
1,100,1,-0.852488,negative,en
1,33,1,0.863315,positive,en
1,15,1,0.995002,positive,en
1,24,1,0.911516,positive,en
1,18,1,-0.991971,negative,en
1,34,1,0.954996,positive,en
1,39,1,-0.732574,negative,en
1,38,1,0.771047,positive,en
1,123,1,0.315944,positive,en
1,29,1,-0.966862,negative,en
1,112,1,0.388799,positive,en
1,88,1,0.938248,positive,en
1,52,1,-0.966856,negative,en
1,31,1,0.974173,positive,en
1,31,1,0.650697,positive,en
1,60,1,0.949099,positive,en
1,32,1,-0.993495,negative,en
1,58,1,0.985777,positive,en
1,82,1,0.995549,positive,en
1,97,1,-0.758062,negative,en
1,18,1,0.989213,positive,en
1,106,1,-0.974465,negative,en
1,107,1,0.814192,positive,en
1,57,1,0,neutral,en
1,131,1,-0.543314,negative,en
1,112,1,0.340141,positive,en
1,94,1,-0.738849,negative,en
1,63,1,0.99849,positive,en
1,40,1,-0.958389,negative,en
1,34,1,0.963437,positive,en
1,79,1,-0.922341,negative,en
1,56,1,-0.60336,negative,en
1,74,1,-0.801359,negative,en
1,54,1,0,neutral,en
1,34,1,0.976591,positive,en
1,62,1,0.88896,positive,en
1,48,1,0.335014,positive,en
1,113,1,-0.897525,negative,en
1,30,1,0.985594,positive,en
1,53,1,-0.597663,negative,en
1,48,1,0,neutral,en
1,143,1,-0.911298,negative,en
1,61,1,0.978587,positive,en
1,52,1,0.758077,positive,en
1,22,1,0.966006,positive,en
1,57,1,-0.855111,negative,en
1,31,1,0,neutral,en
1,35,1,-0.828436,negative,en
1,31,1,-0.443559,negative,en
1,95,1,-0.844958,negative,en
1,39,1,0.924678,positive,en
1,47,1,0.974192,positive,en
1,45,1,0.982601,positive,en
1,20,1,-0.655682,negative,en
1,36,1,-0.890543,negative,en
1,80,1,0.951108,positive,en
1,50,1,0.843867,positive,en
1,59,1,-0.981512,negative,en
1,44,1,0.979484,positive,en
1,43,1,-0.869298,negative,en
1,18,1,-0.612814,negative,en
1,79,1,0.969094,positive,en
1,42,1,0.983033,positive,en
1,77,1,0.499449,positive,en
1,49,1,0.987939,positive,en
1,57,1,0.680624,positive,en
1,17,1,-0.844561,negative,en
1,79,1,-0.984364,negative,en
1,75,1,0.546282,positive,en
1,19,1,-0.868974,negative,
1,19,1,-0.952193,negative,en
1,62,1,-0.977608,negative,en
1,59,1,0.866689,positive,en
1,22,1,0.951656,positive,en
1,48,1,-0.847897,negative,en
1,82,1,-0.82042,negative,en
1,21,1,0.991393,positive,en
1,99,1,-0.994677,negative,en
1,91,1,-0.946488,negative,en
1,36,1,-0.888155,negative,en
1,80,1,0.996198,positive,en
1,103,1,-0.910835,negative,en
1,49,1,0.709469,positive,en
1,48,1,0.983848,positive,en
1,130,1,-0.462551,negative,en
1,57,1,0.990632,positive,en
1,42,1,-0.848558,negative,en
1,48,1,0.994091,positive,en
1,50,1,0.962832,positive,en
1,51,1,-0.731507,negative,en
1,112,1,-0.929236,negative,en
1,22,1,-0.979576,negative,en
1,17,1,0.861326,positive,en
1,59,1,-0.956693,negative,en
1,23,1,-0.820926,negative,en
1,91,1,-0.977396,negative,en
1,74,1,0.999758,positive,en
1,35,1,0.483774,positive,en
1,14,1,0.956039,positive,en
1,60,1,0.300196,positive,en
1,22,1,0.956296,positive,en
1,16,1,-0.847186,negative,en
1,66,1,0.950883,positive,en
1,41,1,-0.922426,negative,en
1,129,1,-0.369006,negative,en
1,98,1,0.987517,positive,en
1,94,1,0.546972,positive,en
1,29,1,0.910092,positive,en
1,32,1,-0.916803,negative,en
1,63,1,-0.746088,negative,en
1,62,1,0.971189,positive,en
1,59,1,0.970491,positive,en
1,40,1,0.827614,positive,en
1,45,1,0.858235,positive,en
1,24,1,-0.883655,negative,en
1,114,1,0.956547,positive,en
1,106,1,0.583251,positive,en
1,89,1,-0.910452,negative,en
1,86,1,-0.604961,negative,en
1,71,1,0.99432,positive,en
1,59,1,0.989152,positive,en
1,20,1,-0.943388,negative,en
1,17,1,0.98691,positive,en
1,22,1,0.95833,positive,en
1,99,1,-0.973006,negative,en
1,73,1,-0.965169,negative,en
1,26,1,-0.640607,negative,en
1,43,1,-0.797282,negative,en
1,43,1,-0.966339,negative,en
1,60,1,0.981323,positive,en
1,67,1,0.923806,positive,en
1,32,1,0.720322,positive,en
1,68,1,-0.946793,negative,en
1,30,1,0.965356,positive,en
1,38,1,0.930399,positive,en
1,78,1,0.994527,positive,en
1,35,1,0,neutral,en
1,69,1,0.882652,positive,en
1,55,1,0.433282,positive,en
1,15,1,-0.96118,negative,en
1,35,1,0.57312,positive,en
1,43,1,-0.803132,negative,en
1,16,1,0.970829,positive,en
1,80,1,0.994196,positive,en
1,90,1,-0.97406,negative,en
1,58,1,0.994785,positive,en
1,33,1,0.928775,positive,en
1,44,1,0.880514,positive,en
1,59,1,-0.983404,negative,en
1,86,1,0.96599,positive,en
1,23,1,0.963308,positive,en
1,79,1,-0.653953,negative,en
1,53,1,0.965275,positive,en
1,61,1,-0.97542,negative,en
1,54,1,-0.795645,negative,en
1,61,1,0.88092,positive,en
1,41,1,0.994899,positive,en
1,18,1,0.689694,positive,en
1,60,1,-0.970973,negative,en
1,31,1,-0.683668,negative,en
1,64,1,0.922921,positive,en
1,102,1,0.914714,positive,en
1,44,1,-0.955199,negative,en
1,25,1,0.962887,positive,en
1,40,1,-0.473955,negative,en
1,52,1,0.99584,positive,en
1,30,1,-0.914817,negative,en
1,121,1,-0.960054,negative,en
1,23,1,0.897337,positive,en
1,62,1,0.6538,positive,en
1,21,1,-0.970225,negative,en
1,67,1,-0.865532,negative,en
1,80,1,-0.958647,negative,en
1,44,1,0.768561,positive,en
1,57,1,-0.798879,negative,en
1,18,1,-0.985405,negative,en
1,33,1,0.728459,positive,en
1,58,1,0.904298,positive,en
1,120,1,0.944021,positive,en
1,83,1,0.950292,positive,en
1,72,1,0.958639,positive,en
1,134,1,0.97047,positive,en
1,138,1,0.789412,positive,en
1,68,1,-0.745045,negative,en
1,82,1,0.924366,positive,en
1,59,1,0.993242,positive,en
1,51,1,0.994568,positive,en
1,35,1,-0.988753,negative,en
1,67,1,-0.993422,negative,en
1,58,1,-0.938003,negative,en
1,91,1,0.950893,positive,en
1,118,1,0.727343,positive,en
1,20,1,-0.981734,negative,en
1,31,1,0,neutral,en
1,46,1,0.799672,positive,en
1,21,1,0.98346,positive,en
1,19,1,-0.94552,negative,en
1,59,1,0.866867,positive,en
1,35,1,0.715073,positive,en
1,32,1,0,neutral,en
1,46,1,-0.431016,negative,en
1,50,1,-0.984179,negative,en
1,55,1,-0.96959,negative,en
1,36,1,-0.785792,negative,en
1,28,1,0.972399,positive,en
1,60,1,0.738696,positive,en
1,143,1,0.630582,positive,en
1,91,1,0.984196,positive,en
1,115,1,-0.966693,negative,en
1,64,1,-0.684798,negative,en
1,74,1,-0.568367,negative,en
1,23,1,-0.889722,negative,en
1,73,1,0.958933,positive,en
1,17,1,-0.73261,negative,en
1,30,1,0,neutral,en
1,59,1,0.94592,positive,en
1,18,1,-0.936903,negative,en
1,21,1,0.956129,positive,en
1,29,1,0.942627,positive,en
1,74,1,0.468612,positive,en
1,23,1,0.987517,positive,en
1,66,1,-0.922242,negative,en
1,36,1,0.647569,positive,en
1,56,1,-0.690645,negative,en
1,28,1,0.981393,positive,en
1,34,1,-0.59277,negative,en
1,45,1,-0.522804,negative,en
1,18,1,0.946607,positive,en
1,56,1,0.977311,positive,en
1,15,1,-0.753635,negative,en
1,72,1,0.963036,positive,en
1,73,1,0.472046,positive,en
1,16,1,0,neutral,en
1,19,1,-0.92972,negative,en
1,99,1,0.978079,positive,en
1,66,1,0.991377,positive,en
1,44,1,-0.541978,negative,en
1,18,1,0.823752,positive,en
1,137,1,-0.568291,negative,en
1,17,1,-0.925746,negative,en
1,45,1,-0.958804,negative,en
1,69,1,-0.424056,negative,en
1,114,1,0.999479,positive,en
1,30,1,0.972592,positive,en
1,32,1,0.910042,positive,en
1,18,1,0.974889,positive,en
1,32,1,-0.943091,negative,en
1,95,1,0.986248,positive,en
1,46,1,0.660711,positive,en
1,25,1,-0.863924,negative,en
1,46,1,0.990788,positive,en
1,60,1,0.981719,positive,en
1,64,1,-0.676259,negative,en
1,137,1,-0.914142,negative,en
1,23,1,0.961636,positive,en
1,65,1,0.406124,positive,en
1,16,1,0.953846,positive,en
1,61,1,0,neutral,en
1,19,1,0.808284,positive,en
1,25,1,-0.768645,negative,en
1,88,1,-0.894101,negative,en
1,46,1,-0.697208,negative,en
1,31,1,0.935501,positive,en
1,57,1,0.947772,positive,en
1,86,1,0.960392,positive,en
1,10,1,0.984314,positive,en
1,78,1,-0.790888,negative,en
1,107,1,0.867821,positive,en
1,99,1,-0.431597,negative,en
1,38,1,-0.794348,negative,en
1,39,1,0.99016,positive,en
1,71,1,0,neutral,en
1,115,1,0.893886,positive,en
1,48,1,-0.839468,negative,en
1,63,1,0.302213,positive,en
1,19,1,0.932532,positive,en
1,30,1,0,neutral,en
1,56,1,-0.739516,negative,en
1,89,1,-0.944622,negative,en
1,29,1,0.702308,positive,en
1,51,1,0,neutral,en
1,23,1,-0.582023,negative,en
1,57,1,0.940511,positive,en
1,58,1,0.974658,positive,en
1,66,1,0.965976,positive,en
1,28,1,0.992427,positive,en
1,116,1,0.992954,positive,en
1,36,1,-0.384103,negative,en
1,44,1,0.644218,positive,en
1,27,1,0.98509,positive,en
1,40,1,0.931856,positive,en
1,32,1,-0.858616,negative,en
1,40,1,0.369015,positive,en
1,34,1,0,neutral,en
1,16,1,-0.938219,negative,fr
1,23,1,-0.9954,negative,en
1,84,1,0.959283,positive,en
1,39,1,0.911748,positive,en
1,44,1,0.933466,positive,en
1,22,1,0.822414,positive,en
1,43,1,0.967387,positive,en
1,47,1,0.949795,positive,en
1,27,1,0,neutral,en
1,78,1,0.998591,positive,en
1,42,1,-0.669773,negative,en
1,79,1,-0.888019,negative,en
1,49,1,0.962561,positive,en
1,30,1,-0.492993,negative,en
1,23,1,-0.951675,negative,en
1,43,1,0,neutral,en
1,26,1,0.973295,positive,en
1,88,1,-0.958066,negative,en
1,27,1,0,neutral,en
1,103,1,0.989944,positive,en
1,53,1,0.799216,positive,en
1,27,1,0.913815,positive,en
1,29,1,0.98101,positive,en
1,33,1,0.651172,positive,en
1,65,1,0.926619,positive,en
1,134,1,0.959565,positive,en
1,19,1,-0.839646,negative,en
1,55,1,0.973831,positive,en
1,51,1,0,neutral,en
1,51,1,0.998846,positive,en
1,18,1,-0.954796,negative,en
1,65,1,0.930173,positive,en
1,57,1,0.951289,positive,en
1,111,1,-0.977638,negative,en
1,53,1,0.415023,positive,en
1,45,1,-0.84856,negative,en
1,68,1,0.829438,positive,en
1,34,1,0.9716,positive,en
1,81,1,0.984358,positive,en
1,42,1,0,neutral,en
1,31,1,0,neutral,en
1,147,1,0.935181,positive,en
1,71,1,-0.632012,negative,en
1,38,1,0,neutral,en
1,60,1,-0.954491,negative,en
1,72,1,-0.840201,negative,en
1,79,1,-0.907316,negative,en
1,24,1,-0.599616,negative,en
1,59,1,-0.946289,negative,en
1,38,1,0.931448,positive,en
1,18,1,0.877128,positive,en
1,69,1,-0.939437,negative,en
1,27,1,-0.992388,negative,en
1,93,1,0.890974,positive,en
1,33,1,0.974792,positive,en
1,87,1,-0.794057,negative,en
1,89,1,0.702317,positive,en
1,18,1,0.965296,positive,en
1,17,1,-0.325096,negative,en
1,21,1,-0.489036,negative,en
1,43,1,0,neutral,en
1,81,1,-0.835544,negative,en
1,28,1,-0.96956,negative,en
1,60,1,0.857481,positive,en
1,54,1,0.908735,positive,en
1,50,1,-0.886879,negative,en
1,57,1,-0.914036,negative,en
1,43,1,0.891795,positive,en
1,46,1,0.976488,positive,en
1,87,1,0.93316,positive,en
1,23,1,-0.804001,negative,en
1,10,1,0,neutral,en
1,49,1,0.826309,positive,en
1,29,1,0.936819,positive,en
1,80,1,-0.961439,negative,en
1,60,1,0.992907,positive,en
1,39,1,0.811376,positive,en
1,57,1,-0.954847,negative,en
1,122,1,0.990509,positive,en
1,27,1,-0.968647,negative,en
1,33,1,0.910349,positive,en
1,73,1,0.972931,positive,en
1,59,1,-0.85237,negative,en
1,44,1,-0.978494,negative,en
1,62,1,-0.778051,negative,en
1,55,1,0.80707,positive,en
1,44,1,-0.500092,negative,en
1,45,1,0,neutral,en
1,95,1,0.946009,positive,en
1,22,1,-0.921998,negative,en
1,47,1,-0.911867,negative,en
1,121,1,-0.78891,negative,en
1,44,1,0.913494,positive,en
1,35,1,0.997802,positive,en
1,38,1,-0.843581,negative,en
1,16,1,0.945679,positive,en
1,14,1,0.974347,positive,en
1,22,1,-0.661159,negative,en
1,86,1,-0.964827,negative,en
1,32,1,-0.792467,negative,en
1,114,1,-0.969218,negative,en
1,65,1,-0.95063,negative,en
1,88,1,-0.940999,negative,en
1,56,1,-0.911311,negative,en
1,22,1,0.950147,positive,en
1,42,1,0.984349,positive,en
1,38,1,-0.922507,negative,en
1,75,1,-0.514399,negative,en
1,51,1,0.904264,positive,en
1,17,1,-0.747157,negative,en
1,46,1,-0.996454,negative,en
1,18,1,-0.995927,negative,en
1,71,1,0,neutral,en
1,145,1,-0.509724,negative,en
1,20,1,0.97904,positive,en
1,19,1,0.982569,positive,en
1,71,1,0.96616,positive,en
1,63,1,0.689881,positive,en
1,118,1,-0.824403,negative,en
1,112,1,0.990722,positive,en
1,98,1,0.555669,positive,en
1,42,1,0.894487,positive,en
1,48,1,-0.931727,negative,en
1,47,1,0.523403,positive,en
1,37,1,0.981007,positive,en
1,35,1,0.757668,positive,en
1,48,1,0,neutral,en
1,127,1,0.949915,positive,en
1,73,1,-0.747729,negative,en
1,20,1,0.964284,positive,en
1,35,1,0.978799,positive,en
1,18,1,-0.747813,negative,en
1,54,1,0.983937,positive,en
1,62,1,0,neutral,en
1,52,1,-0.983139,negative,en
1,19,1,-0.976774,negative,en
1,24,1,0.490665,positive,en
1,10,1,0.940712,positive,en
1,34,1,-0.662771,negative,en
1,50,1,-0.995323,negative,en
1,56,1,0.993152,positive,en
1,74,1,0.970993,positive,en
1,51,1,-0.985361,negative,en
1,38,1,0.896238,positive,en
1,30,1,0,neutral,en
1,41,1,0.775866,positive,en
1,74,1,0.792029,positive,en
1,32,1,-0.844234,negative,en
1,83,1,0.93997,positive,en
1,106,1,0.983197,positive,en
1,48,1,0.641763,positive,en
1,56,1,0.975718,positive,en
1,10,1,0.967981,positive,en
1,18,1,0,neutral,en
1,93,1,0.961933,positive,en
1,28,1,0.938125,positive,en
1,95,1,0.77485,positive,en
1,81,1,0,neutral,en
1,53,1,-0.987089,negative,en
1,12,1,-0.601057,negative,en
1,30,1,0.300352,positive,en
1,46,1,-0.663898,negative,en
1,32,1,0,neutral,en
1,24,1,0.967227,positive,en
1,29,1,0.996417,positive,en
1,22,1,0.561537,positive,en
1,44,1,-0.926616,negative,en
1,43,1,0.995612,positive,en
1,34,1,-0.94691,negative,en
1,49,1,0.719341,positive,en
1,57,1,-0.919146,negative,en
1,31,1,0.968721,positive,en
1,31,1,0.990716,positive,en
1,15,1,-0.319726,negative,en
1,17,1,-0.964875,negative,en
1,106,1,-0.515774,negative,en
1,60,1,0.983946,positive,en
1,82,1,0.903291,positive,en
1,24,1,0.980501,positive,en
1,25,1,0.993807,positive,en
1,36,1,-0.625824,negative,en
1,23,1,0,neutral,en
1,82,1,0.932093,positive,en
1,109,1,0.98348,positive,en
1,32,1,-0.491552,negative,en
1,120,1,-0.797557,negative,en
1,15,1,-0.91746,negative,en
1,48,1,-0.845556,negative,en
1,99,1,-0.703934,negative,en
1,71,1,-0.580726,negative,en
1,41,1,0.304655,positive,en
1,54,1,0.953502,positive,en
1,70,1,0.980189,positive,en
1,60,1,0.77485,positive,en
1,106,1,0.823888,positive,en
1,26,1,0.969614,positive,en
1,29,1,-0.692193,negative,en
1,63,1,0.860871,positive,en
1,83,1,-0.961333,negative,en
1,57,1,0.944444,positive,en
1,12,1,-0.675434,negative,en
1,10,1,0.770695,positive,en
1,44,1,0,neutral,en
1,60,1,0.979354,positive,en
1,113,1,0.937783,positive,en
1,34,1,0.953104,positive,en
1,48,1,-0.904354,negative,en
1,27,1,-0.50066,negative,en
1,123,1,-0.988458,negative,en
1,25,1,0.994771,positive,en
1,107,1,0.982247,positive,en
1,52,1,0.924298,positive,en
1,89,1,0.967308,positive,en
1,25,1,0.957638,positive,en
1,30,1,0.994048,positive,en
1,133,1,0.406729,positive,en
1,33,1,0,neutral,en
1,39,1,0.932918,positive,en
1,40,1,0.914659,positive,en
1,102,1,-0.870133,negative,en
1,72,1,0.42822,positive,en
1,45,1,0.901548,positive,en
1,41,1,0.681728,positive,en
1,106,1,0.96345,positive,en
1,51,1,-0.873979,negative,en
1,44,1,-0.92743,negative,en
1,81,1,0.987253,positive,en
1,56,1,0.979751,positive,en
1,41,1,-0.713745,negative,en
1,67,1,0.791505,positive,en
1,21,1,0,neutral,en
1,105,1,-0.983941,negative,en
1,64,1,-0.338451,negative,en
1,16,1,0,neutral,en
1,89,1,0.962258,positive,en
1,56,1,0,neutral,en
1,102,1,0.631851,positive,en
1,94,1,0,neutral,en
1,75,1,0.982496,positive,en
1,59,1,0.986913,positive,en
1,67,1,0,neutral,en
1,61,1,0.540018,positive,en
1,70,1,0.953444,positive,en
1,80,1,-0.741233,negative,en
1,76,1,0.299143,positive,en
1,69,1,-0.673785,negative,en
1,28,1,0.968211,positive,en
1,32,1,0.927894,positive,en
1,41,1,-0.913781,negative,en
1,47,1,0.983287,positive,en
1,48,1,-0.988476,negative,en
1,55,1,0,neutral,en
1,30,1,-0.943945,negative,en
1,22,1,0.973513,positive,en
1,16,1,-0.824428,negative,en
1,74,1,0.67629,positive,en
1,21,1,0.947393,positive,en
1,69,1,0.945644,positive,en
1,64,1,0.763181,positive,en
1,53,1,-0.997918,negative,en
1,43,1,0.950259,positive,en
1,72,1,-0.667379,negative,en
1,39,1,-0.923017,negative,en
1,43,1,0.996484,positive,en
1,55,1,-0.671459,negative,en
1,40,1,0.915214,positive,en
1,93,1,-0.946606,negative,en
1,32,1,-0.966029,negative,en
1,29,1,-0.991478,negative,en
1,35,1,0.809334,positive,en
1,46,1,0.776641,positive,en
1,79,1,0.808705,positive,en
1,70,1,-0.992255,negative,en
1,52,1,0,neutral,en
1,26,1,0.525272,positive,en
1,26,1,-0.789375,negative,en
1,86,1,0.809226,positive,en
1,112,1,0.983007,positive,en
1,42,1,0.992275,positive,en
1,86,1,0.775785,positive,en
1,30,1,-0.584276,negative,en
1,127,1,-0.692308,negative,en
1,44,1,0.979688,positive,en
1,98,1,-0.876748,negative,en
1,144,1,0.973264,positive,en
1,61,1,0.992807,positive,en
1,19,1,0.982337,positive,en
1,53,1,0.935083,positive,en
1,30,1,0.952714,positive,en
1,49,1,-0.997884,negative,en
1,35,1,0.976891,positive,en
1,36,1,0.947939,positive,en
1,129,1,-0.983866,negative,en
1,49,1,0.865577,positive,en
1,118,1,0.764774,positive,en
1,64,1,0.979034,positive,en
1,104,1,0.984959,positive,en
1,105,1,-0.995305,negative,en
1,31,1,-0.968996,negative,en
1,83,1,-0.990674,negative,en
1,13,1,0,neutral,en
1,17,1,0.98691,positive,en
1,38,1,0.928028,positive,en
1,21,1,-0.970225,negative,en
1,46,1,0,neutral,en
1,57,1,-0.968339,negative,en
1,38,1,0.324692,positive,en
1,41,1,-0.880636,negative,en
1,28,1,-0.70834,negative,en
1,114,1,0.479417,positive,en
1,40,1,0,neutral,en
1,23,1,-0.815278,negative,en
1,30,1,-0.96889,negative,en
1,71,1,-0.582371,negative,en
1,32,1,0.94168,positive,en
1,77,1,0.971877,positive,en
1,48,1,0,neutral,en
1,17,1,-0.992959,negative,en
1,91,1,-0.721735,negative,en
1,85,1,0.992563,positive,en
1,19,1,0.970301,positive,en
1,76,1,-0.962178,negative,en
1,46,1,0.978146,positive,en
1,126,1,-0.808353,negative,en
1,53,1,-0.981402,negative,en
1,65,1,-0.450991,negative,en
1,45,1,0.551017,positive,en
1,32,1,0.866812,positive,en
1,74,1,0.599481,positive,en
1,47,1,-0.847017,negative,en
1,28,1,-0.74488,negative,en
1,32,1,-0.858616,negative,en
1,70,1,0.954283,positive,en
1,90,1,-0.881594,negative,en
1,134,1,-0.947791,negative,en
1,46,1,0.714187,positive,en
1,34,1,-0.809404,negative,en
1,52,1,0.975856,positive,en
1,48,1,0.991551,positive,en
1,94,1,-0.799804,negative,en
1,67,1,-0.520829,negative,en
1,42,1,0.963312,positive,en
1,114,1,0.379432,positive,en
1,35,1,-0.762898,negative,en
1,36,1,-0.9765,negative,en
1,60,1,0.982252,positive,en
1,59,1,0.97554,positive,en
1,142,1,-0.800955,negative,en
1,34,1,0.96643,positive,en
1,34,1,0.801576,positive,en
1,95,1,0.922312,positive,en
1,79,1,0.98151,positive,en
1,46,1,0.748424,positive,en
1,69,1,0.988149,positive,en
1,115,1,0.348007,positive,en
