,Unnamed: 0,Polarity,Review
73,73,-1,it took over  min to get their milkshake which was nothing more than chocolate milk
74,74,-1,i guess i should have known that this place would suck because it is inside of the excalibur but i didnt use my common sense
75,75,-1,the scallop dish is quite appalling for value as well
76,76,-1, times  very bad customer service 
77,77,1,the sweet potato fries were very good and seasoned well
78,78,1,today is the second time ive been to their lunch buffet and it was pretty good
79,79,-1,there is so much good food in vegas that i feel cheated for wasting an eating opportunity by going to rice and company
80,80,-1,coming here is like experiencing an underwhelming relationship where both parties cant wait for the other person to ask to break up
81,81,-1,walked in and the place smelled like an old grease trap and only  others there eating
82,82,-1,the turkey and roast beef were bland
83,83,1,this place has it
84,84,-1,the pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old
85,85,1,i love the pho and the spring rolls oh so yummy you have to try
86,86,-1,the poor batter to meat ratio made the chicken tenders very unsatisfying
87,87,1,all i have to say is the food was amazing
88,88,1,omelets are to die for
89,89,1,everything was fresh and delicious
90,90,-1,in summary this was a largely disappointing dining experience
91,91,1,its like a really sexy party in your mouth where youre outrageously flirting with the hottest person at the party
92,92,-1,never been to hard rock casino before will never ever step forward in it again
93,93,1,best breakfast buffet
94,94,-1,say bye bye to your tip lady
95,95,-1,well never go again
96,96,1,will be back again
97,97,1,food arrived quickly
98,98,-1,it was not good
99,99,1,on the up side their cafe serves really good food
100,100,1,our server was fantastic and when he found out the wife loves roasted garlic and bone marrow he added extra to our meal and another marrow to go
101,101,1,the only good thing was our waiter he was very helpful and kept the bloddy marys coming
102,102,1,best buffet in town for the price you cannot beat it
103,103,1,i loved their mussels cooked in this wine reduction the duck was tender and their potato dishes were delicious
104,104,1,this is one of the better buffets that i have been to
105,105,1,so we went to tigerlilly and had a fantastic afternoon
106,106,1,the food was delicious our bartender was attentive and personable and we got a great deal
107,107,1,the ambience is wonderful and there is music playing
108,108,1,will go back next trip out
109,109,1,sooooo good
110,110,-1,real sushi lovers lets be honest  yama is not that good
111,111,-1,at least min passed in between us ordering and the food arriving and it wasnt that busy
112,112,1,this is a really fantastic thai restaurant which is definitely worth a visit
113,113,1,nice spicy and tender
114,114,1,good prices
115,115,1,check it out
116,116,-1,it was pretty gross
117,117,-1,ive had better atmosphere
118,118,-1,kind of hard to mess up a steak but they did
119,119,-1,although i very much liked the look and sound of this place the actual experience was a bit disappointing
120,120,-1,i just dont know how this place managed to served the blandest food i have ever eaten when they are preparing indian cuisine
121,121,-1,worst service to boot but that is the least of their worries
122,122,1,service was fine and the waitress was friendly
123,123,1,the guys all had steaks and our steak loving son who has had steak at the best and worst places said it was the best steak hes ever eaten
124,124,1,we thought youd have to venture further away to get good sushi but this place really hit the spot that night
125,125,-1,host staff were for lack of a better word bitches
126,126,-1,bland not a liking this place for a number of reasons and i dont want to waste time on bad reviewing ill leave it at that
127,127,1,phenomenal food service and ambiance
128,128,-1,i wouldnt return
129,129,1,definitely worth venturing off the strip for the pork belly will return next time im in vegas
130,130,-1,this place is way too overpriced for mediocre food
131,131,1,penne vodka excellent
132,132,1,they have a good selection of food including a massive meatloaf sandwich a crispy chicken wrap a delish tuna melt and some tasty burgers
133,133,-1,the management is rude
134,134,1,delicious nyc bagels good selections of cream cheese real lox with capers even
135,135,1,great subway in fact its so good when you come here every other subway will not meet your expectations
136,136,1,i had a seriously solid breakfast here
137,137,1,this is one of the best bars with food in vegas
138,138,-1,he was extremely rude and really there are so many other restaurants i would love to dine at during a weekend in vegas
139,139,1,my drink was never empty and he made some really great menu suggestions
140,140,-1,dont do it
141,141,-1,the waiter wasnt helpful or friendly and rarely checked on us
142,142,-1,my husband and i ate lunch here and were very disappointed with the food and service
143,143,-1,and the red curry had so much bamboo shoots and wasnt very tasty to me
144,144,1,nice blanket of moz over top but i feel like this was done to cover up the subpar food
145,145,1,the bathrooms are clean and the place itself is well decorated
146,146,-1,the menu is always changing food quality is going down  service is extremely slow
147,147,-1,the service was a little slow  considering that were served by  people servers so the food was coming in a slow pace
148,148,-1,i give it  thumbs down
149,149,-1,we watched our waiter pay a lot more attention to other tables and ignore us
150,150,1,my fianc and i came in the middle of the day and we were greeted and seated right away
151,151,1,this is a great restaurant at the mandalay bay
152,152,-1,we waited for forty five minutes in vain
153,153,-1,crostini that came with the salad was stale
154,154,1,some highlights  great quality nigiri here
155,155,1,the staff is friendly and the joint is always clean
156,156,1,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored
157,157,1,i ordered the voodoo pasta and it was the first time id had really excellent pasta since going gluten free several years ago
158,158,1,this place is good
159,159,-1,unfortunately we must have hit the bakery on leftover day because everything we ordered was stale
160,160,-1,i came back today since they relocated and still not impressed
161,161,1,i was seated immediately
162,162,1,their menu is diverse and reasonably priced
163,163,-1,avoid at all cost
164,164,1,restaurant is always full but never a wait
165,165,1,delicious
166,166,1,this place is handsdown one of the best places to eat in the phoenix metro area
167,167,-1,so dont go there if you are looking for good food
168,168,-1,ive never been treated so bad
169,169,1,bacon is hella salty
170,170,-1,we also ordered the spinach and avocado salad the ingredients were sad and the dressing literally had zero taste
171,171,1,this really is how vegas fine dining used to be right down to the menus handed to the ladies that have no prices listed
172,172,1,the waitresses are very friendly
173,173,1,lordy the khao soi is a dish that is not to be missed for curry lovers
174,174,1,everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter
175,175,-1,perhaps i caught them on an off night judging by the other reviews but im not inspired to go back
176,176,-1,the service here leaves a lot to be desired
177,177,1,the atmosphere is modern and hip while maintaining a touch of coziness
178,178,1,not a weekly haunt but definitely a place to come back to every once in a while
179,179,-1,we literally sat there for  minutes with no one asking to take our order
180,180,-1,the burger had absolutely no flavor  the meat itself was totally bland the burger was overcooked and there was no charcoal flavor
181,181,-1,i also decided not to send it back because our waitress looked like she was on the verge of having a heart attack
182,182,-1,i dressed up to be treated so rudely
183,183,-1,it was probably dirt
184,184,1,love this place hits the spot when i want something healthy but not lacking in quantity or flavor
185,185,1,i ordered the lemon raspberry ice cocktail which was also incredible
186,186,-1,the food sucked which we expected but it sucked more than we could have imagined
187,187,1,interesting decor
188,188,1,what i really like there is the crepe station
189,189,1,also were served hot bread and butter and home made potato chips with bacon bits on topvery original and very good
190,190,1,you can watch them preparing the delicious food
191,191,1,both of the egg rolls were fantastic
192,192,-1,when my order arrived one of the gyros was missing
193,193,1,i had a salad with the wings and some ice cream for dessert and left feeling quite satisfied
194,194,-1,im not really sure how joeys was voted best hot dog in the valley by readers of phoenix magazine
195,195,1,the best place to go for a tasty bowl of pho
196,196,-1,the live music on fridays totally blows
197,197,-1,ive never been more insulted or felt disrespected
198,198,1,very friendly staff
199,199,1,it is worth the drive
200,200,1,i had heard good things about this place but it exceeding every hope i could have dreamed of
201,201,1,food was great and so was the serivce
202,202,-1,the warm beer didnt help
203,203,1,great brunch spot
204,204,1,service is friendly and inviting
205,205,1,very good lunch spot
206,206,-1,ive lived here since  and this was the first and last time ive stepped foot into this place
207,207,-1,the worst experience ever
208,208,-1,must have been an off night at this place
209,209,1,the sides are delish  mixed mushrooms yukon gold puree white corn  beateous
210,210,-1,if that bug never showed up i would have given a  for sure but on the other side of the wall where this bug was climbing was the kitchen
211,211,-1,for about  minutes we were waiting for her salad when we realized that it wasnt coming any time soon
212,212,1,my friend loved the salmon tartar
213,213,-1,wont go back
214,214,1,extremely tasty
215,215,1,waitress was good though
216,216,-1,soggy and not good
217,217,1,the jamaican mojitos are delicious
218,218,-1,which are small and not worth the price
219,219,1, the food is rich so order accordingly
220,220,-1,the shower area is outside so you can only rinse not take a full shower unless you dont mind being nude for everyone to see
221,221,-1,the service was a bit lacking
222,222,-1,lobster bisque bussell sprouts risotto filet all needed salt and pepperand of course there is none at the tables
223,223,-1,hopefully this bodes for them going out of business and someone who can cook can come in
224,224,-1,it was either too cold not enough flavor or just bad
225,225,1,i loved the bacon wrapped dates
226,226,1,this is an unbelievable bargain
227,227,1,the folks at otto always make us feel so welcome and special
228,228,-1,as for the mains also uninspired
229,229,1,this is the place where i first had pho and it was amazing
230,230,1,this wonderful experience made this place a muststop whenever we are in town again
231,231,-1,if the food isnt bad enough for you then enjoy dealing with the worlds worstannoying drunk people
232,232,1,very very fun chef
233,233,-1,ordered a double cheeseburger  got a single patty that was falling apart picture uploaded yeah still sucks
234,234,1,great place to have a couple drinks and watch any and all sporting events as the walls are covered with tvs
235,235,-1,if it were possible to give them zero stars theyd have it
236,236,-1,the descriptions said yum yum sauce and another said eel sauce yet another said spicy mayowell none of the rolls had sauces on them
237,237,1,id say that would be the hardest decision honestly all of ms dishes taste how they are supposed to taste amazing
238,238,-1,if she had not rolled the eyes we may have stayed not sure if we will go back and try it again
239,239,1,everyone is very attentive providing excellent customer service
240,240,-1,horrible  dont waste your time and money
241,241,1,now this dish was quite flavourful
242,242,-1,by this time our side of the restaurant was almost empty so there was no excuse
243,243,-1,it wasnt busy either also the building was freezing cold
244,244,-1,like the other reviewer said you couldnt pay me to eat at this place again
245,245,-1,drinks took close to  minutes to come out at one point
246,246,1,seriously flavorful delights folks
247,247,1,much better than the other ayce sushi place i went to in vegas
248,248,1,the lighting is just dark enough to set the mood
249,249,-1,based on the subpar service i received and no effort to show their gratitude for my business i wont be going back
250,250,1,owners are really great people
251,251,-1,there is nothing privileged about workingeating there
252,252,1,the greek dressing was very creamy and flavorful
253,253,-1,overall i dont think that i would take my parents to this place again because they made most of the similar complaints that i silently felt too
254,254,1,now the pizza itself was good the peanut sauce was very tasty
255,255,1,we had  at our table and the service was pretty fast
256,256,1,fantastic service here
257,257,-1,i as well wouldve given godfathers zero stars if possible
258,258,1,they know how to make them here
259,259,-1,very tough and very short on flavor
260,260,1,i hope this place sticks around
261,261,-1,i have been in more than a few bars in vegas and do not ever recall being charged for tap water
262,262,1,the restaurant atmosphere was exquisite
263,263,1,good service very clean and inexpensive to boot
264,264,1,the seafood was fresh and generous in portion
265,265,1,plus its only  bucks
266,266,-1,the service was not up to par either
267,267,1,thus far have only visited twice and the food was absolutely delicious each time
268,268,1,just as good as when i had it more than a year ago
269,269,-1,for a self proclaimed coffee cafe i was wildly disappointed
270,270,1,the veggitarian platter is out of this world
271,271,1,you cant go wrong with any of the food here
272,272,1,you cant beat that
273,273,1,stopped by this place while in madison for the ironman very friendly kind staff
274,274,1,the chefs were friendly and did a good job
275,275,-1,ive had better not only from dedicated boba tea spots but even from jenni pho
276,276,1,i liked the patio and the service was outstanding
277,277,1,the goat taco didnt skimp on the meat and wow what flavor
278,278,-1,i think not again
279,279,-1,i had the mac salad and it was pretty bland so i will not be getting that again
280,280,1,i went to bachi burger on a friends recommendation and was not disappointed
281,281,-1,service stinks here
282,282,-1,i waited and waited
283,283,-1,this place is not quality sushi it is not a quality restaurant
284,284,1,i would definitely recommend the wings as well as the pizza
285,285,1,great pizza and salads
286,286,-1,things that went wrong  they burned the saganaki
287,287,-1,we waited an hour for what was a breakfast i could have done  times better at home
288,288,1,this place is amazing
289,289,-1,i hate to disagree with my fellow yelpers but my husband and i were so disappointed with this place
290,290,-1,waited  hours  never got either of our pizzas as many other around us who came in later did
291,291,-1,just dont know why they were so slow
292,292,1,the staff is great the food is delish and they have an incredible beer selection
293,293,-1,i live in the neighborhood so i am disappointed i wont be back here because it is a convenient location
294,294,1,i didnt know pulled pork could be soooo delicious
295,295,1,you get incredibly fresh fish prepared with care
296,296,-1,before i go in to why i gave a  star rating please know that this was my third time eating at bachi burger before writing a review
297,297,1,i love the fact that everything on their menu is worth it
298,298,-1,never again will i be dining at this place
299,299,1,the food was excellent and service was very good
300,300,1,good beer  drink selection and good food selection
301,301,-1,please stay away from the shrimp stir fried noodles
302,302,-1,the potato chip order was sad i could probably count how many chips were in that box and it was probably around 
303,303,-1,food was really boring
304,304,1,good servicecheck
305,305,-1,this greedy corporation will never see another dime from me
306,306,-1,will never ever go back
307,307,-1,as much as id like to go back i cant get passed the atrocious service and will never return
308,308,1,in the summer you can dine in a charming outdoor patio  so very delightful
309,309,1,i did not expect this to be so good
310,310,1,fantastic food
311,311,-1,she ordered a toasted english muffin that came out untoasted
312,312,1,the food was very good
313,313,-1,never going back
314,314,1,great food for the price which is very high quality and house made
315,315,-1,the bus boy on the other hand was so rude
316,316,-1,by this point my friends and i had basically figured out this place was a joke and didnt mind making it publicly and loudly known
317,317,1,back to good bbq lighter fare reasonable pricing and tell the public they are back to the old ways
318,318,1,and considering the two of us left there very full and happy for about  you just cant go wrong
319,319,1,all the bread is made inhouse
320,320,-1,the only downside is the service
321,321,-1,also the fries are without a doubt the worst fries ive ever had
322,322,1,service was exceptional and food was a good as all the reviews
323,323,1,a couple of months later i returned and had an amazing meal
324,324,1,favorite place in town for shawarrrrrrma
325,325,1,the black eyed peas and sweet potatoes unreal
326,326,1,you wont be disappointed
327,327,1,they could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good
328,328,-1,i go to far too many places and ive never seen any restaurant that serves a  egg breakfast especially for 
329,329,-1,when my mom and i got home she immediately got sick and she only had a few bites of salad
330,330,-1,the servers are not pleasant to deal with and they dont always honor pizza hut coupons
331,331,1,both of them were truly unbelievably good and i am so glad we went back
332,332,1,we had fantastic service and were pleased by the atmosphere
333,333,-1,everything was gross
334,334,1,i love this place
335,335,1,great service and food
336,336,-1,first  the bathrooms at this location were dirty seat covers were not replenished  just plain yucky
337,337,-1,the burger i got the gold standard a  burger and was kind of disappointed
338,338,1,omg the food was delicioso
339,339,-1,there is nothing authentic about this place
340,340,-1,the spaghetti is nothing special whatsoever
341,341,1,of all the dishes the salmon was the best but all were great
342,342,1,the vegetables are so fresh and the sauce feels like authentic thai
343,343,1,its worth driving up from tucson
344,344,-1,the selection was probably the worst ive seen in vegasthere was none
345,345,1,pretty good beer selection too
346,346,1,this place is like chipotle but better
347,347,1,classywarm atmosphere fun and fresh appetizers succulent steaks baseball steak
348,348,1, stars for the brick oven bread app
349,349,1,i have eaten here multiple times and each time the food was delicious
350,350,-1,we sat another ten minutes and finally gave up and left
351,351,-1,he was terrible
352,352,1,everyone is treated equally special
353,353,-1,it shouldnt take  min for pancakes and eggs
354,354,1,it was delicious
355,355,1,on the good side the staff was genuinely pleasant and enthusiastic  a real treat
356,356,-1,sadly gordon ramseys steak is a place we shall sharply avoid during our next trip to vegas
357,357,1,as always the evening was wonderful and the food delicious
358,358,1,best fish ive ever had in my life
359,359,1,the bathroom is just next door and very nice
360,360,-1,the buffet is small and all the food they offered was bland
361,361,1,this is an outstanding little restaurant with some of the best food i have ever tasted
362,362,1,pretty cool i would say
363,363,-1,definitely a turn off for me  i doubt ill be back unless someone else is buying
364,364,1,server did a great job handling our large rowdy table
365,365,-1,i find wasting food to be despicable but this just wasnt food
366,366,-1,my wife had the lobster bisque soup which was lukewarm
367,367,1,would come back again if i had a sushi craving while in vegas
368,368,1,the staff are great the ambiance is great
369,369,1,he deserves  stars
370,370,-1,i left with a stomach ache and felt sick the rest of the day
371,371,-1,they dropped more than the ball
372,372,1,the dining space is tiny but elegantly decorated and comfortable
373,373,1,they will customize your order any way youd like my usual is eggplant with green bean stir fry love it
374,374,-1,and the beans and rice were mediocre at best
375,375,1,best tacos in town by far
376,376,-1,i took back my money and got outta there
377,377,1,in an interesting part of town this place is amazing
378,378,-1,rude  inconsiderate management
379,379,-1,the staff are now not as friendly the wait times for being served are horrible no one even says hi for the first  minutes
380,380,-1,i wont be back
381,381,1,they have great dinners
382,382,1,the service was outshining  i definitely recommend the halibut
383,383,-1,the food was terrible
384,384,-1,will never ever go back and have told many people what had happened
385,385,-1,i dont recommend unless your car breaks down in front of it and you are starving
386,386,1,i will come back here every time im in vegas
387,387,-1,this place deserves one star and  has to do with the food
388,388,-1,this is a disgrace
389,389,1,def coming back to bowl next time
390,390,1,if you want healthy authentic or ethic food try this place
391,391,1,i will continue to come here on ladies night andddd date night  highly recommend this place to anyone who is in the area
392,392,1,i have been here several times in the past and the experience has always been great
393,393,1,we walked away stuffed and happy about our first vegas buffet experience
394,394,1,service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria
395,395,1,to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser
396,396,-1,im probably one of the few people to ever go to ians and not like it
397,397,1,kids pizza is always a hit too with lots of great side dish options for the kiddos
398,398,1,service is perfect and the family atmosphere is nice to see
399,399,1,cooked to perfection and the service was impeccable
400,400,-1,this one is simply a disappointment
401,401,-1,overall i was very disappointed with the quality of food at bouchon
402,402,-1,i dont have to be an accountant to know im getting screwed
403,403,1,great place to eat reminds me of the little mom and pop shops in the san francisco bay area
404,404,1,today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible
405,405,-1,left very frustrated
406,406,1,ill definitely be in soon again
407,407,1,food was really good and i got full petty fast
408,408,1,service was fantastic
409,409,-1,total waste of time
410,410,1,i dont know what kind it is but they have the best iced tea
411,411,1,come hungry leave happy and stuffed
412,412,-1,for service i give them no stars
413,413,1,i can assure you that you wont be disappointed
414,414,-1,i can take a little bad service but the food sucks
415,415,-1,gave up trying to eat any of the crust teeth still sore
416,416,-1,but now i was completely grossed out
417,417,1,i really enjoyed eating here
418,418,1,first time going but i think i will quickly become a regular
419,419,1,our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end
420,420,1,from what my dinner companions told meeverything was very fresh with nice texture and taste
421,421,-1,on the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop
422,422,-1,furthermore you cant even find hours of operation on the website
423,423,-1,weve tried to like this place but after  times i think were done with them
424,424,-1,what a mistake that was
425,425,1,no complaints
426,426,1,this is some seriously good pizza and im an expertconnisseur on the topic
427,427,-1,waiter was a jerk
428,428,-1,strike  who wants to be rushed
429,429,1,these are the nicest restaurant owners ive ever come across
430,430,-1,i never come again
431,431,1,we loved the biscuits
432,432,1,service is quick and friendly
433,433,-1,ordered an appetizer and took  minutes and then the pizza another  minutes
434,434,1,so absolutley fantastic
435,435,-1,it was a huge awkward lb piece of cow that was ths gristle and fat
436,436,1,definitely will come back here again
437,437,1,i like steiners because its dark and it feels like a bar
438,438,1,wow very spicy but delicious
439,439,1,if youre not familiar check it out
440,440,-1,ill take my business dinner dollars elsewhere
441,441,1,id love to go back
442,442,1,anyway this fs restaurant has a wonderful breakfastlunch
443,443,-1,nothing special
444,444,1,each day of the week they have a different deal and its all so delicious
445,445,1,not to mention the combination of pears almonds and bacon is a big winner
446,446,-1,will not be back
447,447,-1,sauce was tasteless
448,448,1,the food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way
449,449,1,my ribeye steak was cooked perfectly and had great mesquite flavor
450,450,-1,i dont think well be going back anytime soon
451,451,1,food was so gooodd
452,452,-1,i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food
453,453,-1,i was so insulted
454,454,-1,the last  times i had lunch here has been bad
455,455,-1,the chicken wings contained the driest chicken meat i have ever eaten
456,456,1,the food was very good and i enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc
457,457,1,nargile  i think you are great
458,458,1,best tater tots in the southwest
459,459,1,we loved the place
460,460,-1,definitely not worth the  i paid
461,461,1,the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough
462,462,1,im in az all the time and now have my new spot
463,463,-1,the manager was the worst
464,464,1,the inside is really quite nice and very clean
465,465,1,the food was outstanding and the prices were very reasonable
466,466,-1,i dont think ill be running back to carlys anytime soon for food
467,467,-1,this is was due to the fact that it took  minutes to be acknowledged then another  minutes to get our foodand they kept forgetting things
468,468,1,love the margaritas too
469,469,1,this was my first and only vegas buffet and it did not disappoint
470,470,1,very good though
471,471,-1,the one down note is the ventilation could use some upgrading
472,472,1,great pork sandwich
473,473,-1,dont waste your time here
474,474,-1,total letdown i would much rather just go to the camelback flower shop and cartel coffee
475,475,-1,third the cheese on my friends burger was cold
476,476,1,we enjoy their pizza and brunch
477,477,1,the steaks are all well trimmed and also perfectly cooked
478,478,1,we had a group of  when we claimed we would only have  and they handled us beautifully
479,479,1,i loved it
480,480,-1,we asked for the bill to leave without eating and they didnt bring that either
481,481,1,this place is a jewel in las vegas and exactly what ive been hoping to find in nearly ten years living here
482,482,-1,seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh
483,483,-1,the selection of food was not the best
484,484,1,delicious and i will absolutely be back
485,485,1,this isnt a small family restaurant this is a fine dining establishment
486,486,1,they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle
487,487,-1,i dont think i will be back for a very long time
488,488,-1,it was attached to a gas station and that is rarely a good sign
489,489,1,how awesome is that
490,490,1,i will be back many times soon
491,491,1,the menu had so much good stuff on it i could not decide
492,492,-1,worse of all he humiliated his worker right in front of mebunch of horrible name callings
493,493,1,conclusion very filling meals
494,494,1,their daily specials are always a hit with my group
495,495,-1,and then tragedy struck
496,496,1,the pancake was also really good and pretty large at that
497,497,1,this was my first crawfish experience and it was delicious
498,498,1,their monster chicken fried steak and eggs is my all time favorite
499,499,1,waitress was sweet and funny
500,500,1,i also had to taste my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious
501,501,-1,id rather eat airline food seriously
502,502,1,cant say enough good things about this place
503,503,1,the ambiance was incredible
504,504,1,the waitress and manager are so friendly
505,505,-1,i would not recommend this place
506,506,-1,overall i wasnt very impressed with noca
507,507,-1,my gyro was basically lettuce only
508,508,-1,terrible service
509,509,-1,thoroughly disappointed
510,510,1,i dont each much pasta but i love the homemade hand made pastas and thin pizzas here
511,511,1,give it a try you will be happy you did
512,512,1,by far the best cheesecurds we have ever had
513,513,1,reasonably priced also
514,514,1,everything was perfect the night we were in
515,515,1,the food is very good for your typical bar food
516,516,-1,it was a drive to get there
517,517,1,at first glance it is a lovely bakery cafe  nice ambiance clean friendly staff
518,518,-1,anyway i do not think i will go back there
519,519,1,point your finger at any item on the menu order it and you wont be disappointed
520,520,1,oh this is such a thing of beauty this restaurant
521,521,1,if you havent gone here go now
522,522,-1,a greasy unhealthy meal
523,523,-1,first time there and might just be the last
524,524,1,those burgers were amazing
525,525,-1,similarly the delivery man did not say a word of apology when our food was  minutes late
526,526,-1,and it was way to expensive
527,527,1,be sure to order dessert even if you need to pack it togo  the tiramisu and cannoli are both to die for
528,528,1,this was my first time and i cant wait until the next
529,529,1,the bartender was also nice
530,530,1,everything was good and tasty
531,531,1,this place is two thumbs upway up
532,532,1,the best place in vegas for breakfast just check out a sat or sun
533,533,1,if you love authentic mexican food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place
534,534,-1,terrible management
535,535,1,an excellent new restaurant by an experienced frenchman
536,536,-1,if there were zero stars i would give it zero stars
537,537,1,great steak great sides great wine amazing desserts
538,538,-1,worst martini ever
539,539,1,the steak and the shrimp are in my opinion the best entrees at gc
540,540,1,i had the opportunity today to sample your amazing pizzas
541,541,-1,we waited for thirty minutes to be seated although there were  vacant tables and we were the only folks waiting
542,542,1,the yellowtail carpaccio was melt in your mouth fresh
543,543,-1,i wont try going back there even if its empty
544,544,-1,no im going to eat the potato that i found some strangers hair in it
545,545,1,just spicy enough perfect actually
546,546,1,last night was my second time dining here and i was so happy i decided to go back
547,547,-1,not even a hello we will be right with you
548,548,-1,the desserts were a bit strange
549,549,1,my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service
550,550,1,i really do recommend this place you can go wrong with this donut place
551,551,1,nice ambiance
552,552,1,i would recommend saving room for this
553,553,-1,i guess maybe we went on an off night but it was disgraceful
554,554,-1,however my recent experience at this particular location was not so good
555,555,-1,i know this is not like the other restaurants at all something is very off here
556,556,-1,avoid this establishment
557,557,-1,i think this restaurant suffers from not trying hard enough
558,558,1,all of the tapas dishes were delicious
559,559,1,i heart this place
560,560,-1,my salad had a bland vinegrette on the baby greens and hearts of palm
561,561,-1,after two i felt disgusting
562,562,1,a good time
563,563,1,i believe that this place is a great stop for those with a huge belly and hankering for sushi
564,564,1,generous portions and great taste
565,565,-1,i will never go back to this place and will never ever recommended this place to anyone
566,566,-1,the servers went back and forth several times not even so much as an are you being helped
567,567,1,food was delicious
568,568,-1,an hour seriously
569,569,-1,i consider this theft
570,570,-1,eew this location needs a complete overhaul
571,571,-1,we recently witnessed her poor quality of management towards other guests as well
572,572,-1,waited and waited and waited
573,573,1,he also came back to check on us regularly excellent service
