,Unnamed: 0,Polarity,Review
10,10,-1,our party consisted three adult daughters two friends going wedding dress shopping we needed suv accommodate us uber showed driver minutes away sanford florida perfect thought reservation another minutes we waited waited map showed driver staying place originally shown yet eta remained we thought map must frozen reset done showed driver picked us route someplace going and without us to make matters worse credit card charged late appointment there must way uber assure card used your trip someone else
11,11,1,time i extremely satisfied pet gripes no flat rate airport taxis limos from jfk got stuck midtown tunnel fare time distance almost twice flat taxi fare the driver profile indicate fastrak transponder coming lax dtla two occasions stuck traffic driver fastrak use express lanes when driver accepts request snapshot description name make car license etc also can use fastrak express lanes i know reject pickup driver lack fastrak another solution option profile preferences accept drivers drivers often know city relying much gps unaware surroundings taxi drivers seem know popular destinations way get depending conditions whereas uber drivers usually like little automatons staring gps unaware waze sending us unnecessary detour i recently ride broad museum downtown la home miles away the driver never heard gps i told bunker hill next walt disney concert hall the music center near county courthouse never heard those iconic landmarks nobody allowed drive uber know fundamental layout city landmarks the uber app iphone hogs much memory i limited storage capacity phone review remove items the uber app one biggest apps i removed by comparison lyft app
12,12,-1,i file class action suit uber i use service get billed my card taken used this company checking identification match cards used service purchases this company drivers allowing minors ride without permission using unauthorized debit credit cards there direct contact number resolve issues unless create uber account has happened anyone else
13,13,-1,if i give stars i uber stole money made unauthorized charges credit card on top even taking responsibility continuously keep marking issue resolved even though i proof bank statements there phone number place i go therefore taking advantage there random charges credit card total i use uber app weeks when i asked explain charges say know ignore mark resolved also recently i wait hours food delivered ubereats i called ubereats complained said give refund know they give either i already called ubereats times keep saying process never end as soon i find lawyer i suing uber lying making unauthorized charges credit card it illegal federal crime steal money
14,14,-1,i driven kcvg leave rental car having used uber oh let say half dozen time life i charge phone gone dead now avis rental car system informed drive terminal this avis agent informs oh yes uber picks i follow instructions uber gave i take shuttle terminal summon ride pickup site here hurtful thing now i wrong while i looking drive lyft i get call uber driver i outside way exchange that lie i break within minute placing ride i got confirmation four minutes then i get text i flat tire will please cancel i replied yes now old buffalo born yesterday being end seventh decade life grown small town south alabama i smell rat stinks hell oh well boot i see cancellation fee now i say taken card finally young fool callback number i screenshot quite smart enough respond auto text i sent number listed got reply i smell stinking rat smell hell by way i one free text message numbers choose i born came site since i write speak uber soon life fool i wrong i think you tell i get uber since trip never made i write review again i get five dollars credited back account old buffalo coon i mean coon that smiling way
15,15,-1,i used many times uber rides usa i visited delhi india two weeks ago selected card payment method i reached destination driver requested cash payment i thought maybe credit card working i paid cash later i found credit card also charged when i requested refund uber give excuses automated reply like fault i given cash driver what i supposed driver insisting pay cash completion ride at time way i confirm uber office paying uber sent automated emails saying refund option exact issue so no more uber
16,16,-1,it unfortunate know uber allows drivers rate clients my rating uber recent trip town used uber rating dropped i kind friendly driver i engaged conversation started i also sent additional tip post trip i longer ride uber leave driver may unhappy job bad day expecting cash tip rate client passenger i treat people kindness respect driver ratings always good excellent you lost loyal customer
17,17,-1,do not accept ride with uber driver edgar in silver toyota sienna van me husband six year old daughter requested uber take us back sanford international airport wednesday october disney art animation resort we great experience trip resort wednesday prior mike drove grey lexus that fare totaled tipped that said requested another uber x trip returning sanford airport expected fare fare provided accepted later got email stating edgar adjusted fare xl due amount people rode three total the fare doubled i submit several disputes get corrected still pay more agreed rate very unhappy with my experience and will never use uber again i would highly suggest finding an alternative such as lyft
18,18,-1,i purchased dollar uber gift card cvs after downloading uber app adding gift card android phone i get error message payment error i trying contact uber days getting nothing automated response called customer service help after useless message nerve send email issue resolved i dollars i even went facebook attempting get resolution automated response i hope these frauds go out of business for stealing dollars from me no company big fall i regret ever considering using uber lesson learned
19,19,1,we used uber times week orlando vacation instead renting car good results except last trip hotel airport the initial estimated cost ended taking minutes at airport shocked paid receipt showed distance miles trip time minutes map route different one taken we contacted uber promptly refunded extra cost very bizarre i hope isolated incident uber investigates if fare much higher expected may noticed
20,20,-1,i was loyal uber customer past especially i lost car i used uber daily basis coming work well today i needed quick ride get quick bite husband using car i decided use i heard jacked prices i never imagined i pay drive yes bill that is ridiculous never i use company they ripping people point
21,21,-1,myself daughter travelled we checked uber kompally gachhibowli amount shown when driver dropped us shown amount correct i verified receipt showing amount plus wait time total cash receipt come how possible it possible driver continues previous trip how total become please explain i travelled daughter hence i paid prolonged discussion use customer care spite contacting so tell nonsense going another incident happened came newspaper tv also one lady traveling hyderabad delhi gone hyderabad airport driver misbehaved made complaint delhi airport police station contacted commissioner police station afterwards driver act immediately aspect give explanation going file suit can refund time money wasted or else please pay compensation lot time wasted harassment customer care driver we cash receipt scan attached want totally worst services uber no opt hence problems coming i regards company please respond else matter go level
22,22,-1,alexandria va october i charged waiting fee even though i standing precisely gps location i requested ride front home uber driver pulled the uber driver wait even one minute in fact i waited uber driver show manhattan ny october i charged waiting fee even though i standing precisely gps location i requested ride uber driver picked the uber driver wait even one minute in fact i waited uber driver show ny october i charged waiting fee even though i standing precisely gps location i requested ride uber driver picked the uber driver wait even one minute in fact i waited uber driver show eisenhower ave metro station alexandria va october i charged waiting fee even though i standing precisely gps location i requested ride uber driver picked the uber driver wait even one minute in fact i waited uber driver show the waiting fee pure simple
23,23,-1,on pm there no charge ride despite using gps driver tried take closed entrance brooklyn battery tunnel detour back original entrance once manhattan and blocks theater destination took another wrong turn ended new jersey by time got back manhattan already past starting time play going as matter fact already minutes tickets cost i ordered uber car approx pm approx arrival ring we arrived close i expect uber charge ride pay tickets play ruined this worst ever experience uber i spent two weeks trying get someone call their message keeps saying team working i taken ubers various cities worst experience cost lot money so much loyal customer uber read please call
24,24,-1,i requested ride residence publix grocery store tip when finished shopping i found phone pocket upon exiting driver outside phone i dropped car returned i grateful return home tip different driver checked bank account i got home charged total registered concern app there customer service phone number i sent message i charged returning phone still discrepancy i replied concerned totally dismissed message said complaint resolved terrible service no uber
25,25,-1,i selected card payment method i reached destination driver requested cash payment i obliged since uber refund option circumstances i requested refund give excuses like fault checking payment method etc if case refund option exact issue this second time uber done reason i lodging complaint
26,26,-1,uber support sends responses questions escalation path seem read issue multiple agents responding ticket repeat issue endlessly nobody taking accountability ticket beginning end they close tickets mark resolved agent increase ticket count worst support department ever implement rate support agent get metrics bad support
27,27,-1,while wonderful able get driver tap finger much behind ease process i driver partner uber likes call us i drove uber approximately years without incident however support throughout three years nothing i ever experienced it predominantly offshore app driven you speak anyone support messages solutions canned templates there humanity outside box incidents i recently incident freeway i rider car a motorcycle lane splitting california deliberately punched drivers side mirror when i reported uber deactivated cited i unsafe driver again i never many hours trying get one support representative paul via online actually broke template chain conversed without script i found one live person area i drove meet person his name victor victor acted understood situation agreed i never deactivated communicating paul corporate rectify victor never called said uber deactivated account told decision final they terrible partners customer service truly care money we dime dozen band together continue maintain low level service
28,28,-1,uber drivers sydney cities around world bad habit accepting jobs miles away sometimes still dropping passenger dozens cars close new job location i one morning take home rushcutters bay work city least cars within location this uber driver still took job still city away uber needs something sort behaviour ruins customer experience make people angry customers want service take cab the solution simple offer function app users manage circular area around pickup zone beyond uber drivers excluded picking rides simple
29,29,-1,my experience uber san francisco april uber still hiding shadow come front center pick lurk around corner wait long cancel ride this damaged game hide seek
30,30,-1,it completely outrageous i called uber pick airport bring back home they gave service home airport three days prior arrival town to surprise charge travel time distance i paid the service distance location never request services never request services
31,31,-1,i use uber time i officially done unprofessional company guess crime able talk someone person uber uber letting drivers ripoff riders i service dog last weeks charged twice cleaning fee without input the last one dirt spots seat already i tired drivers making extra money whenever feel like i done ripped
32,32,-1,contact number driver absolutely professional i booked cab showed minutes away again changed minutes away followed minutes away i called guide he purposely kept phone speaker pretended like hear uber really disappointed horrible
33,33,1,the navigation system great india driver selection good issues bills rates promos customer care respond quickly
34,34,-1,i pay go phone next impossible get app work i still finding difficult change bank i want money come there ph call customer service
35,35,1,uber rides always convenient plentiful prompt all rides good friendly drivers always impressed cleanliness newness vehicles i ridden
36,36,-1,uber atlanta horrible i rideshare the driver confused person took ride i requested picked aquarium go mary restaurant if look driver took client place uber charged ride i never took believed driver rideshare used if account took ride i never picked driver simply confused person i rides scheduled picked one time unfortunately growth way account real i problem washington able get refunded
37,37,1,i positive experience uber company i contact i need fast service when mattered always time i thankful
38,38,-1,i ordered uber seattle i getting cruise ship needed go city i contacted driver never arrived i contacted another driver wanted walk mile subway my last encounter driver wanted charge short ride
39,39,-1,i used uber regularly years ago driver got accident way pick i hop train the next time driver came pick i smell alcohol breath i hopped train the last straw driver late cited causing accident house minutes late never used now i use taxis whose drivers licensed bonded insured
40,40,1,found california emergency trip without transportation stranger town called taxi mile trip hospital cost way afford long paying food lodging called uber less half cost drivers always prompt courteous helpful recommending food shopping necessities asked got mini sightseeing tour every ride explained surrounding area loved thank uber
41,41,-1,i avid uber rider on i ordered uber pool around my fare the driver picked location on way dropoff driver picked another passenger dropped passenger he proceeded dropoff ended ride mistake the driver load dropoff address it i got car i realized fare duplicated i sent emails uber they customer relations email they refund money on october i used service this time fare this fare obviously deducted visa card also statement on app uber claiming i outstanding payment i paid them i need help
42,42,-1,uber charged wait time i outside waiting driver pull today i watched driver pull got car i even texted driver location beforehand confusion then i look online receipt i see charge this third time uber done i think scam i rated driver really low change someone verifies drivers responsible i ca get anybody phone uber customer service atrocious i ca keep using service tries scam every opportunity
43,43,1,i limited really optimal experiences i use service occasionally like three times last two years nice cars good people short wait low prices
44,44,1,used uber times miami january twice drivers good one little lost one find butt hands
45,45,1,i uber driver short time passengers said positive things rides the company checks riders allowed use uber it also background check drivers they send driving directions pickup passengers also destination then pay week
46,46,1,love uber first time user impressed reasonable price efficient service the driver nice helpful i given five star go certain station catch ride curbside baggage claim area
47,47,-1,in fairness play fair yes fairness important many us their id sketchy car safety checks pay taxes fees taxis
48,48,1,my car repair shop i needed ride home work i used uber app driver within minutes professional her name joke i said i use services great experience
49,49,-1,i order uber pick family i find every time phone higher charges other phones charge around pool ride phone every time higher charge usually dollar something higher sometimes even
50,50,1,a couple years back family i went trip washington state we went one water parks we loaded motor home went the trip ended total bust weather water park trying find accommodation us motor home not another vehicle uber came several times each time uber people great more less saved trip
51,51,1,we occasion use uber first time washington last fall the service convenient dependable economical easy use the service friendly time drivers courteous a good experience
52,52,-1,my son daughter recently went concert barclays center brooklyn new york for convenience son ordered uber the quoted fare he charged after concert requested another uber home new jersey he quoted cost when left car final cost ride suppose next day received fraud email bank stating charges pending account he quickly called bank dispute charges contacted uber email also dispute charges he later charged trip he received explanation overcharge price uber their accounting poor dispute issues via email we used services states problems we never use services
53,53,-1,uber suddenly blocked account without giving justification even customer care giving proper reason i requested reason ca even give this ethical block without reason
54,54,1,i uber app installed phone uber drivers easy schedule payment made online i never need worry cash my wait typically minutes i able see car route along make license plate numbers sent friend text anything ever happen fares less traditional cabs cars clean well maintained love uber
55,55,-1,new user tried book future pickup thought realized dispatched driver immediately i discovered i cancelled they charged fee i disputed poor app information there phone number discuss customer relations i never use company
56,56,-1,the uber driver cancelled trip without consulting i waiting driver pick while i waiting i received email trip cancelled i charged i struggled get hold solve problem everything online i managed submit complaint online they took two hours come back a mr told i must check reverse money back account true they reverse amount charged trip cancellation fees i sent mr email told i reimbursed cancellation fees he replied attitude bold driver must get paid cancelled trip time attitude want us the matter resolved like leave keep quiet i replied told mr i take matter i make alternative arrangements the driver cancelled trip i charged cancellation fee fair i also told attitude send email bold i disappointed disturbed i actually make use uber nearly every week sometimes twice three times per week i shocked happened tonight kind attitude i received if i fault i understand attitude behaviour kind regards
57,57,-1,uber customer support via email beyond words the horrible worthless support group i ever seen these people read cases subsequent replies bizarre repeat previous cs rep reply you never support rep even case accountability structure it quite unbelievable levels bad at least writer dispute credit card charge but driver uber cheat money get away i victim
58,58,1,uber came home faster pick driver courteous wait minutes without charge the driver use precaution respect speed limit he good education he known lot world history i compare total price i save like regular taxi expensive i recommend uber peace mind
59,59,-1,i noticed i googled uber giving free rides new customers i downloaded app attempted add payment method i disabled therefore i receive money prepaid government debit card the card issued bank america government united states uber allow form payment allow use paypal account attached said debit card i find extremely prejudicial towards disabled sect many us drive even afford car making ride sharing necessity i spoken uber drivers find map app incorrect quite often getting lost making late they also find politics company deplorable lyft hand take government united states issued bank america debit card i forego old free ride bait switch offered uber ride lyft ride share company i never problem whose drivers friendly time ask directions company understands prepaid card means money guaranteed perhaps london right idea
60,60,-1,i four trip distances four different fares uber charged fare showed phone i tried lot contact resolve problem end said days solve problem there phone number contact i upset charged credit card i never use service shame uber
61,61,1,i use uber daily commute back forth work the drivers reliable i deal cash transactions anymore the last time i used cab driver ripped thank god uber
62,62,1,in general uber great app easy use convenient when becomes great app surge prices feature the ride costs ridiculous amount i agree charge high demand limit like but often times much makes regular customers like resentful
63,63,1,i used uber many times ca md the app bit user friendly though with exception one drivers friendly driven carefully one time i issue billing customer service handled problem immediately satisfaction i definitely recommend uber
64,64,1,uber done great job provide us alternative transportation people want use bus taxis it provides security privacy customers
65,65,1,we used uber nyc recently first experience service almost drivers three days prompt courteous treated us respect i envy guys job certainly appreciated
66,66,1,this convenient inexpensive i used friends make trip town celebrate birthday it awesome fast service going returning
67,67,-1,earlier year i attempted apply driver due poor knowledge lack direct communication provided uber i unable complete hiring process this company readily available personnel assist require immediate assistance they simply direct text attend upcoming uber meeting city questions they also collect maintain personal driving records personal identifiable information documents individuals unable meet requirements such information purged systems kept file
68,68,1,i wonder thoroughly company background check prospective drivers really my concern comes reports news drivers mental otherwise criminal behavior
69,69,1,we used uber first time attend wedding reception portland loved the ease using awesome the people picked us professional clean friendly
70,70,1,i pleased uber they may project charges one credit cards tried refuse remove probably removed later credit card company also one drivers ran wife broke back three places
71,71,1,we started using uber past year las vegas nevada a hotel staff member helped us download app use the drivers dependable prompt courteous the cars much cleaner cabs rates much lower i sorry hear scandals recently besieged company hoping ceo decision take leave absence help company reform improve name unfortunately uber allowed operate area otherwise husband i use often
72,72,-1,i booked uber xl hotel san francisco international airport pickup the quoted fare our hotel offered take us per person opted take uber personal service efficiency we excellent driver vehicle arrived airport i discovered uber charged the worst part uber make easy book trip make difficult contact regarding surge pricing effect given estimate new price rather surprising price twice originally quoted they lost customer second bad experience the last one philadelphia two drivers cancel left us hanging airport third driver show construction pickup truck full tools construction material we maintained rating issues drivers regarding uber rating uber customer service completely rely solely website answer questions in day age completely unacceptable
73,73,1,uber drivers i dealt always professional safe drivers pleasure deal their cars always clean mostly newer models for part drivers get short period time however occasionally might get driver suddenly realizes want take call suddenly see map going different direction that frustrating waiting pick luckily rarely happened overall uber good
74,74,1,uber arrived pick within minutes called clean comfortable vehicles good music courteous drivers safe driving habits during rush hour area i familiar driver willing divert gps directions go way i told avoid traffic but one driver little less accommodating dropped luggage carry across street destination
75,75,1,uber convenient always time within five minutes stated time always knew far away i recommend service anyone needs lift
76,76,-1,we left stranded rural framingham ma dark way hotel my colleague disabled must use cane the evening memorable many reasons i sorry say probably remain memorable actions the problem started driver showed hotel hotel sheraton framingham early saturday evening september we dinner reservations evening historic inn us eagerly looking forward booked ride arrive minutes pm when car arrived early texted porte cochere sir emphasis added ride i carefully responded noted early we ready i went outside spoke directly asked like wait invalided friend simply leave he preferred latter fine i requested uber ride i watched smartphone two next uber cars came view uber driver shows get the car drives yards receives text uber saying ride cancelled okay something must i admittedly know enough computers dangerous so i go back cellphone another ride it point i received error message point credit card american express declined what i called american express told uber declined payment uber declined payment why that question yet fully dinner i requested ride back sheraton framingham i get error message payment has been declined we sitting dark rural framingham massachusetts colleague cane wondering world going make back hotel sheraton we looking forward genealogy conference going historic inn i terribly sorry say experience marred treatment uber i shall uninstall app never use uber
77,77,1,arrived lax hours ahead schedule due change plans pickup available my daughter suggested try uber comparing fare going home a black shiny suburban picked us less minutes the van interior clean driver he pleasant talk drove us home safely it pleasant experience dirty taxis smelly cab drivers
78,78,1,using uber pleasant surprise i love fact available short notice the prices much affordable taxi cabs i using prior uber fare payment via credit card great they offer deliver good service i felt safe everything already system need pull anything i also tried uber driver several months it fun i one incident caused concern calling uber confirming ride between pm close price surge time i switched several different driver confirmations caused wait night i finally called cab
79,79,1,i live small town times one available pick uber great large metropolitan areas drivers polite punctual i noticed ride state different amount however i dropped price increased there customer service number i understand even drivers main number contact uber corporate that serious issue every company human speak concerns
80,80,1,i used uber times once driver got lost causing miss bus costing extra fare the times ok i believe way overpriced sorry fan
81,81,1,i used uber couple medical appointments the drivers prompt friendly i happier the cars spotless i lots floor space the rides smooth cars nice important back issues i highly recommend uber anyone everyone
82,82,1,the service convenient phone call came location the drivers always time courteous helpful their fee usually less commercial cab fares vehicles clean efficient
83,83,1,it really great thing they incentives discount rides build lots rides give references business but safe great concept
84,84,1,i organization financially assisting seniors transportation choices use uber via care home health our friends outreach pay app fees charge rides vetted seniors via city irvine certain seniors access phone connect apps also meet criteria use transportation modes support financially using service trial basis contracts so far good
85,85,1,quick efficient service clean cars polite staff sets standard local cab services aspire all half price
86,86,1,i sure reach uber i unique question example airport pickups gated community pickups car seat issues i opt use instances
87,87,1,when ann arbor uber driver polite helpful chicago drivers did come car speak unless spoke except ask also driver especially courteous helpful this first encounter using uber
88,88,1,i use uber i go pittsburgh daughter wants go shopping want walk she lives stanton heights store butler st lawrenceville i feel safe taking uber
89,89,-1,drivers accept never show this happened times i riding uber weeks uber made late work say coming never show wo cancel ride end company charges card ride show cancellation fee
90,90,1,used uber great experience great concept getting around without great expense thought making extra money driver rules personal safety overall good business
91,91,1,i waited several drivers i unfamiliar neighborhood describe location adequately when driver finally showed hearing impaired difficulty making understood make airport time esp flight delayed he drove quite fast taking shortcuts made little concerned safety
92,92,1,they always prompt knowledgeable courteous professional they ideal town i plan use often
93,93,-1,my child girl need go school early morning i request uber taxi cleverly went destination pick family call i i reply in front building said put wrong address put driver say nothing coming i trying call back automate machine say i call account phone number driver charge nothing well babies late school i decide request another car map said minutes well i thought maybe car make the driver cancel literately front building right way business treat customer and late one school college good job uber
94,94,1,uber much better urban areas car a local knows route burn less gas need park gives us explanation town joy
95,95,1,i used uber many times i good experiences time i like convenience automatic payment drivers great well
96,96,1,driver prompt friendly found drivers rate passengers alert drivers potentially aggressive riders passengers rate drivers becomes company knowledge
97,97,1,i used uber stay las vegas nevada good experience i taken directly destination arrived right time uber driver friendly lady i really enjoyed laughing talking trip
98,98,1,i used uber orlando nyc the use current technology helps obtain ground transportation fast exception rainstorm in nyc i challenges obtaining transportation
99,99,1,my first experience uber taken seattle airport the vehicle really clean driver courteous safe driver professional
100,100,-1,i like uber uber used personal driving tool type driver for one use personal source transportation help public another public transportation help satisfy need public it sound like lot conflicting areas going work progress kinda get back
101,101,1,uber lgb airport june instead she took long way got lost freeway backtrack
102,102,1,originally wonderful less expensive convenient alternative cabs become awkward expensive popularity grown
103,103,-1,i terrible experience uber pool i ordered first time yesterday route i taken many times uberx my phone older uber app allow see fare requesting uber pool ride however i taken ride many times uberx cost never i figured since uber pool claims cheaper uberx shared ride i fine boy i wrong i ordered pool waited estimated time see car i received phone call either finally i noticed car half block past i standing i went car told get already cancelled i charged cancellation ordered location minute wait time goes car suddenly app switches car arriving set destination so driver cancelled no phone call never saw car yet another cancellation fee about minutes later i get text driver one word waiting but i third uber pool heading home i respond get automated response uber after almost two hours usually minute ride two passengers i get home check receipt what usually uberx ride uber pool ride i stunned so i email uber i demand refund cancellation fees justify uber pool ride double uberx ride all i get form responses rate they claim surge charges they try claim issue resolved i persist suddenly i see additional charge credit card i ask additional charge no response only numerous emails tell quoted rate trip uber driver cancelled remove so justify one trip another trip ordered five minutes later route i persist offer give credit uber pool why i accept uber pool credit app show price upfront i risk charged double uberx rate so finally i told i willing pay usual uberx rate expect refund charges i still keep getting standard responses i plan filing dispute credit card i absolutely outraged ridiculous pool price previous canceling incredible lack customer service part uber i requested contact information manager numerous emails never provided information at point i taking business elsewhere i hear lyft much better
104,104,1,i absolutely love uber they convenient quick part safe i use uber every day i issues traumatic as point i know i without uber i rely go everywhere case needing go event going packed parking horrible uber they drop close event worry paying high prices parking spot overall i happy uber
105,105,1,i always found uber reliable professional nationwide they choice transportation i travel business pleasure
106,106,1,pros really easy use fast arrival time car cons background check doubtful sometimes car description accurate
107,107,1,my driver personable made feel safe it good come across patriot rather grunts groans one usually encounters car service drivers
108,108,1,the driver professional polite easy talk understand he also nicely dressed along helpful points interest might like plus took good care vehicle kept clean because glad try uber needed
109,109,1,we want drive san francisco parking hotel we used uber times found response times fast drivers courteous careful obey laws we knew higher prices rush times surprised higher reasonable charge one time rode pm we use uber trips unfamiliar cities
110,110,-1,new driver hours online trying contact uber literally impossible i sent delivery message lasted approx second disappeared i went first call unable slide commence ride when i slide i virtually destination being unable contact uber explain anything total waste
111,111,1,uber great service there places privilege buses even taxi ride it great citizens need get doctor appointment uber also provided lot people jobs
112,112,1,i used uber first time washington dc area several months ago my son lives showed use app within minutes ride arrived safely back location waiting public transit hour transport time the driver professional nice
113,113,1,i hear uber friends used they say thing company ease getting service hours day price better taxi
114,114,1,i enjoy cheap cost i feel saddened negative impact taxi drivers far better qualifications drive people around so many uber drivers know area drive safe drivers often obeying basic driving rules
115,115,1,i friend uber account software phone requests i used uber twice maybe three times they fairly short rides went well the drivers friendly cars driving newish clean
116,116,1,for solo travelers best cheapest safest way go the savings vs cab tremendous i used uber philadelphia parking garage dinner cruise outdoor festival even midnight pick go uber stay safe
117,117,-1,i ordered uber today appt i doc at first i told walk two blocks meet driver convenience i waited around minutes kept tracking driver car showed after thoroughly checking entire block i found across street i quickly ran informed ride cancelled i order car i assigned another driver one five minutes away that driver canceled five minutes i ordered another one never showed i ended walking mile appt i never use uber they absolutely reliability customer service i try lyft future
118,118,-1,i guests us total ordered uber xl advertised seat people when i pulled order i choice uber x uber xl knowing people driver i ordered uber xl when car arrived small suv passenger vehicle driver told us squeeze i emailed uber numerous times issue luck getting anything automated response saying issue resolved i order uber xl larger groups i get uber xl i requested refund price difference success it necessarily principle and also illegal drive people squeezed back seat it embarrassing town guests i witnesses verify size vehicle
119,119,1,used service week vacation downtown chicago drivers always available service quite prompt the drivers vehicles clean concerned safety good driving practices even pickup drop usa women soccer game soldiers field accomplished satisfaction even though area crowded spectators the prices reasonable very satisfied service
120,120,1,we love uber we never wait three minutes ride the cars always clean every driver courteous professional speakers audible english we yet meet one enjoy working uber
121,121,1,i used uber services i going family get together the driver time polite good everyday conversation children
